trip_id,route_id,vehicle_id,departure_datetime,arrival_datetime,vehicle_capacity,passengers_onboard,trip_status
TR13308,RT002,VH017,2024-10-16 19:26:00,2024-10-16 20:43:00,49,21,completed
TR13309,RT003,VH006,2024-10-16 06:10:00,2024-10-16 08:03:00,45,33,completed
TR13310,RT003,VH005,2024-10-16 09:58:00,2024-10-16 12:14:00,45,37,completed
TR13311,RT003,VH004,2024-10-16 14:06:00,2024-10-16 16:29:00,49,23,completed
TR13312,RT003,VH005,2024-10-16 17:50:00,2024-10-16 19:41:00,45,21,completed
TR13313,RT004,VH006,2024-10-16 06:08:00,2024-10-16 07:55:00,45,38,completed
TR13314,RT004,VH005,2024-10-16 09:22:00,2024-10-16 11:01:00,45,20,completed
TR13315,RT004,VH005,2024-10-16 12:33:00,2024-10-16 14:25:00,45,30,completed
TR13316,RT004,VH005,2024-10-16 15:45:00,2024-10-16 17:31:00,45,19,completed
TR13317,RT004,VH005,2024-10-16 18:38:00,2024-10-16 20:04:00,45,30,completed
TR13318,RT005,VH013,2024-10-16 06:09:00,2024-10-16 07:18:00,8,6,completed
TR13319,RT005,VH018,2024-10-16 11:21:00,2024-10-16 12:26:00,8,4,completed
TR13320,RT005,VH013,2024-10-16 16:43:00,2024-10-16 18:06:00,8,3,completed
TR13321,RT006,VH003,2024-10-16 06:02:00,2024-10-16 07:31:00,49,41,completed
TR13322,RT006,VH010,2024-10-16 09:50:00,2024-10-16 11:21:00,49,21,completed
TR13323,RT006,VH010,2024-10-16 13:59:00,2024-10-16 15:29:00,49,39,completed
TR13324,RT006,VH010,2024-10-16 18:04:00,2024-10-16 19:37:00,49,32,completed
TR13325,RT007,VH015,2024-10-16 06:08:00,2024-10-16 07:02:00,12,7,completed
TR13326,RT007,VH014,2024-10-16 11:17:00,2024-10-16 12:09:00,8,5,completed
TR13327,RT007,VH014,2024-10-16 16:43:00,2024-10-16 17:52:00,8,5,completed
TR13328,RT008,VH016,2024-10-16 05:51:00,2024-10-16 06:43:00,55,30,completed
TR13329,RT008,VH001,2024-10-16 08:44:00,2024-10-16 09:30:00,55,23,completed
TR13330,RT008,VH002,2024-10-16 11:24:00,2024-10-16 12:17:00,55,34,completed
TR13331,RT008,VH016,2024-10-16 14:02:00,2024-10-16 14:54:00,55,45,completed
TR13332,RT008,VH001,2024-10-16 16:46:00,2024-10-16 17:42:00,55,46,completed
TR13333,RT008,VH008,2024-10-16 19:19:00,2024-10-16 20:16:00,40,27,completed
TR13334,RT009,VH005,2024-10-16 06:08:00,2024-10-16 08:09:00,45,30,completed
TR13335,RT009,VH005,2024-10-16 11:23:00,2024-10-16 13:22:00,45,24,completed
TR13336,RT009,VH006,2024-10-16 16:50:00,2024-10-16 18:50:00,45,27,completed
TR13337,RT010,VH011,2024-10-16 06:00:00,2024-10-16 06:40:00,12,6,completed
TR13338,RT010,VH014,2024-10-16 09:50:00,2024-10-16 10:24:00,8,3,completed
TR13339,RT010,VH014,2024-10-16 14:04:00,2024-10-16 14:35:00,8,5,completed
TR13340,RT010,VH011,2024-10-16 17:58:00,2024-10-16 18:37:00,12,9,completed
TR13341,RT001,VH001,2024-10-17 06:05:00,2024-10-17 07:13:00,55,23,completed
TR13342,RT001,VH001,2024-10-17 07:52:00,2024-10-17 09:07:00,55,25,completed
TR13343,RT001,VH016,2024-10-17 10:08:00,2024-10-17 11:15:00,55,25,completed
TR13344,RT001,VH007,2024-10-17 12:04:00,2024-10-17 13:25:00,40,21,completed
TR13345,RT001,VH002,2024-10-17 13:56:00,2024-10-17 15:02:00,55,35,completed
TR13346,RT001,VH008,2024-10-17 15:53:00,2024-10-17 16:52:00,40,18,completed
TR13347,RT001,VH016,2024-10-17 18:09:00,2024-10-17 19:17:00,55,28,completed
TR13348,RT001,VH001,2024-10-17 20:03:00,2024-10-17 21:02:00,55,38,completed
TR13349,RT002,VH010,2024-10-17 05:50:00,2024-10-17 06:49:00,49,32,completed
TR13350,RT002,VH010,2024-10-17 08:45:00,2024-10-17 09:54:00,49,26,completed
TR13351,RT002,VH010,2024-10-17 11:24:00,2024-10-17 12:36:00,49,27,completed
TR13352,RT002,VH004,2024-10-17 13:55:00,2024-10-17 15:09:00,49,23,completed
TR13353,RT002,VH004,2024-10-17 16:34:00,2024-10-17 17:31:00,49,29,completed
TR13354,RT002,VH010,2024-10-17 19:15:00,2024-10-17 20:35:00,49,27,completed
TR13355,RT003,VH004,2024-10-17 06:06:00,2024-10-17 08:37:00,49,30,completed
TR13356,RT003,VH005,2024-10-17 10:05:00,2024-10-17 12:07:00,45,37,completed
TR13357,RT003,VH004,2024-10-17 13:58:00,2024-10-17 16:00:00,49,21,completed
TR13358,RT003,VH005,2024-10-17 18:00:00,2024-10-17 20:23:00,45,23,completed
TR13359,RT004,VH006,2024-10-17 06:05:00,2024-10-17 07:49:00,45,34,completed
TR13360,RT004,VH005,2024-10-17 09:05:00,2024-10-17 10:44:00,45,19,completed
TR13361,RT004,VH009,2024-10-17 12:33:00,2024-10-17 14:23:00,40,30,completed
TR13362,RT004,VH005,2024-10-17 15:30:00,2024-10-17 17:09:00,45,30,completed
TR13363,RT004,VH009,2024-10-17 18:43:00,2024-10-17 20:28:00,40,24,completed
TR13364,RT005,VH011,2024-10-17 06:03:00,2024-10-17 07:19:00,12,8,completed
TR13365,RT005,VH011,2024-10-17 11:20:00,2024-10-17 12:31:00,12,7,completed
TR13366,RT005,VH013,2024-10-17 16:44:00,2024-10-17 18:07:00,8,4,completed
TR13367,RT006,VH010,2024-10-17 06:07:00,2024-10-17 07:56:00,49,34,completed
TR13368,RT006,VH003,2024-10-17 10:08:00,2024-10-17 11:53:00,49,30,completed
TR13369,RT006,VH009,2024-10-17 13:57:00,2024-10-17 15:33:00,40,22,completed
TR13370,RT006,VH010,2024-10-17 18:03:00,2024-10-17 19:50:00,49,33,completed
TR13371,RT007,VH015,2024-10-17 05:59:00,2024-10-17 07:09:00,12,10,completed
TR13372,RT007,VH014,2024-10-17 11:14:00,2024-10-17 12:19:00,8,4,completed
TR13373,RT007,VH014,2024-10-17 16:37:00,2024-10-17 17:38:00,8,5,completed
TR13374,RT008,VH016,2024-10-17 06:09:00,2024-10-17 07:08:00,55,36,completed
TR13375,RT008,VH002,2024-10-17 08:31:00,2024-10-17 09:19:00,55,44,completed
TR13376,RT008,VH002,2024-10-17 11:12:00,2024-10-17 12:02:00,55,32,completed
TR13377,RT008,VH001,2024-10-17 14:10:00,2024-10-17 15:01:00,55,32,completed
TR13378,RT008,VH016,2024-10-17 16:41:00,2024-10-17 17:31:00,55,39,completed
TR13379,RT008,VH016,2024-10-17 19:20:00,2024-10-17 20:16:00,55,40,completed
TR13380,RT009,VH006,2024-10-17 06:04:00,2024-10-17 07:57:00,45,37,completed
TR13381,RT009,VH006,2024-10-17 11:11:00,2024-10-17 13:14:00,45,25,completed
TR13382,RT009,VH005,2024-10-17 16:41:00,2024-10-17 18:25:00,45,27,completed
TR13383,RT010,VH013,2024-10-17 05:56:00,2024-10-17 06:34:00,8,4,completed
TR13384,RT010,VH018,2024-10-17 10:10:00,2024-10-17 10:53:00,8,6,completed
TR13385,RT010,VH018,2024-10-17 14:06:00,2024-10-17 14:38:00,8,4,completed
TR13386,RT010,VH011,2024-10-17 18:02:00,2024-10-17 18:34:00,12,7,completed
TR13387,RT001,VH002,2024-10-18 05:56:00,2024-10-18 07:09:00,55,32,completed
TR13388,RT001,VH001,2024-10-18 08:04:00,2024-10-18 09:28:00,55,25,completed
TR13389,RT001,VH016,2024-10-18 10:01:00,2024-10-18 11:23:00,55,24,completed
TR13390,RT001,VH008,2024-10-18 12:05:00,2024-10-18 13:21:00,40,23,completed
TR13391,RT001,VH001,2024-10-18 13:55:00,2024-10-18 15:13:00,55,28,completed
TR13392,RT001,VH016,2024-10-18 15:58:00,2024-10-18 17:00:00,55,36,completed
TR13393,RT001,VH016,2024-10-18 17:56:00,2024-10-18 19:19:00,55,35,completed
TR13394,RT001,VH007,2024-10-18 20:03:00,2024-10-18 21:23:00,40,19,completed
TR13395,RT002,VH017,2024-10-18 06:03:00,2024-10-18 07:10:00,49,27,completed
TR13396,RT002,VH003,2024-10-18 08:31:00,2024-10-18 09:48:00,49,28,completed
TR13397,RT002,VH003,2024-10-18 11:23:00,2024-10-18 12:38:00,49,30,completed
TR13398,RT002,VH004,2024-10-18 14:01:00,2024-10-18 14:59:00,49,40,completed
TR13399,RT002,VH017,2024-10-18 16:41:00,2024-10-18 17:42:00,49,28,completed
TR13400,RT002,VH010,2024-10-18 19:15:00,2024-10-18 20:25:00,49,33,completed
TR13401,RT003,VH005,2024-10-18 06:08:00,2024-10-18 08:11:00,45,32,completed
TR13402,RT003,VH006,2024-10-18 10:08:00,2024-10-18 12:44:00,45,27,completed
TR13403,RT003,VH006,2024-10-18 14:03:00,2024-10-18 16:00:00,45,22,completed
TR13404,RT003,VH004,2024-10-18 18:08:00,2024-10-18 20:27:00,49,37,completed
TR13405,RT004,VH006,2024-10-18 06:01:00,2024-10-18 07:35:00,45,29,completed
TR13406,RT004,VH005,2024-10-18 09:19:00,2024-10-18 11:12:00,45,34,completed
TR13407,RT004,VH006,2024-10-18 12:22:00,2024-10-18 14:09:00,45,34,completed
TR13408,RT004,VH009,2024-10-18 15:42:00,2024-10-18 17:22:00,40,32,completed
TR13409,RT004,VH005,2024-10-18 18:45:00,2024-10-18 20:39:00,45,22,completed
TR13410,RT005,VH013,2024-10-18 06:03:00,2024-10-18 07:18:00,8,6,completed
TR13411,RT005,VH011,2024-10-18 11:15:00,2024-10-18 12:26:00,12,8,completed
TR13412,RT005,VH011,2024-10-18 16:49:00,2024-10-18 18:13:00,12,8,completed
TR13413,RT006,VH010,2024-10-18 06:06:00,2024-10-18 08:05:00,49,22,completed
TR13414,RT006,VH003,2024-10-18 09:52:00,2024-10-18 11:49:00,49,29,completed
TR13415,RT006,VH010,2024-10-18 13:58:00,2024-10-18 15:52:00,49,20,completed
TR13416,RT006,VH009,2024-10-18 18:08:00,2024-10-18 19:56:00,40,26,completed
TR13417,RT007,VH012,2024-10-18 05:50:00,2024-10-18 06:48:00,12,9,completed
TR13418,RT007,VH015,2024-10-18 11:24:00,2024-10-18 12:18:00,12,5,completed
TR13419,RT007,VH012,2024-10-18 16:50:00,2024-10-18 17:41:00,12,5,completed
TR13420,RT008,VH002,2024-10-18 06:01:00,2024-10-18 06:53:00,55,38,completed
TR13421,RT008,VH008,2024-10-18 08:34:00,2024-10-18 09:18:00,40,30,completed
TR13422,RT008,VH001,2024-10-18 11:13:00,2024-10-18 12:03:00,55,34,completed
TR13423,RT008,VH008,2024-10-18 13:54:00,2024-10-18 14:36:00,40,29,completed
TR13424,RT008,VH002,2024-10-18 16:38:00,2024-10-18 17:29:00,55,46,completed
TR13425,RT008,VH016,2024-10-18 19:24:00,2024-10-18 20:07:00,55,31,completed
TR13426,RT009,VH006,2024-10-18 05:50:00,2024-10-18 07:37:00,45,26,completed
TR13427,RT009,VH006,2024-10-18 11:22:00,2024-10-18 13:23:00,45,19,completed
TR13428,RT009,VH002,2024-10-18 16:45:00,2024-10-18 18:40:00,55,36,completed
TR13429,RT010,VH013,2024-10-18 05:56:00,2024-10-18 06:32:00,8,5,completed
TR13430,RT010,VH018,2024-10-18 09:57:00,2024-10-18 10:41:00,8,6,completed
TR13431,RT010,VH018,2024-10-18 13:55:00,2024-10-18 14:27:00,8,5,completed
TR13432,RT010,VH014,2024-10-18 18:07:00,2024-10-18 18:51:00,8,6,completed
TR13433,RT001,VH001,2024-10-19 05:59:00,2024-10-19 06:58:00,55,41,completed
TR13434,RT001,VH002,2024-10-19 07:59:00,2024-10-19 09:15:00,55,37,completed
TR13435,RT001,VH001,2024-10-19 09:54:00,2024-10-19 11:18:00,55,33,completed
TR13436,RT001,VH002,2024-10-19 11:58:00,2024-10-19 13:22:00,55,28,completed
TR13437,RT001,VH007,2024-10-19 13:50:00,2024-10-19 14:48:00,40,24,completed
TR13438,RT001,VH016,2024-10-19 15:51:00,2024-10-19 17:05:00,55,34,completed
TR13439,RT001,VH002,2024-10-19 18:10:00,2024-10-19 19:10:00,55,35,completed
TR13440,RT001,VH008,2024-10-19 19:59:00,2024-10-19 21:22:00,40,26,completed
TR13441,RT002,VH003,2024-10-19 05:52:00,2024-10-19 07:04:00,49,23,completed
TR13442,RT002,VH017,2024-10-19 08:48:00,2024-10-19 09:44:00,49,32,completed
TR13443,RT002,VH003,2024-10-19 11:28:00,2024-10-19 12:34:00,49,30,completed
TR13444,RT002,VH017,2024-10-19 13:55:00,2024-10-19 15:05:00,49,29,completed
TR13445,RT002,VH017,2024-10-19 16:42:00,2024-10-19 17:56:00,49,27,completed
TR13446,RT002,VH003,2024-10-19 19:27:00,2024-10-19 20:23:00,49,22,completed
TR13447,RT003,VH006,2024-10-19 05:53:00,2024-10-19 08:20:00,45,20,completed
TR13448,RT003,VH005,2024-10-19 09:56:00,2024-10-19 11:46:00,45,25,completed
TR13449,RT003,VH005,2024-10-19 14:04:00,2024-10-19 16:10:00,45,25,completed
TR13450,RT003,VH005,2024-10-19 18:03:00,2024-10-19 20:09:00,45,32,completed
TR13451,RT004,VH009,2024-10-19 06:09:00,2024-10-19 07:32:00,40,25,completed
TR13452,RT004,VH005,2024-10-19 09:19:00,2024-10-19 10:43:00,45,23,completed
TR13453,RT004,VH006,2024-10-19 12:27:00,2024-10-19 14:07:00,45,29,completed
TR13454,RT004,VH006,2024-10-19 15:40:00,2024-10-19 17:20:00,45,18,completed
TR13455,RT004,VH009,2024-10-19 18:40:00,2024-10-19 20:15:00,40,24,completed
TR13456,RT005,VH011,2024-10-19 05:59:00,2024-10-19 06:58:00,12,5,completed
TR13457,RT005,VH013,2024-10-19 11:28:00,2024-10-19 12:44:00,8,3,completed
TR13458,RT005,VH013,2024-10-19 16:37:00,2024-10-19 17:46:00,8,4,completed
TR13459,RT006,VH003,2024-10-19 06:05:00,2024-10-19 07:41:00,49,32,completed
TR13460,RT006,VH010,2024-10-19 10:07:00,2024-10-19 11:49:00,49,22,completed
TR13461,RT006,VH003,2024-10-19 14:05:00,2024-10-19 15:32:00,49,37,completed
TR13462,RT006,VH010,2024-10-19 18:08:00,2024-10-19 19:52:00,49,26,completed
TR13463,RT007,VH014,2024-10-19 05:54:00,2024-10-19 06:49:00,8,6,completed
TR13464,RT007,VH012,2024-10-19 11:26:00,2024-10-19 12:34:00,12,6,completed
TR13465,RT007,VH012,2024-10-19 16:48:00,2024-10-19 17:44:00,12,7,completed
TR13466,RT008,VH008,2024-10-19 05:58:00,2024-10-19 06:57:00,40,25,completed
TR13467,RT008,VH008,2024-10-19 08:36:00,2024-10-19 09:36:00,40,23,completed
TR13468,RT008,VH002,2024-10-19 11:19:00,2024-10-19 12:18:00,55,36,completed
TR13469,RT008,VH008,2024-10-19 14:04:00,2024-10-19 14:48:00,40,23,completed
TR13470,RT008,VH016,2024-10-19 16:38:00,2024-10-19 17:38:00,55,33,completed
TR13471,RT008,VH016,2024-10-19 19:15:00,2024-10-19 20:03:00,55,26,completed
TR13472,RT009,VH006,2024-10-19 06:02:00,2024-10-19 07:41:00,45,26,completed
TR13473,RT009,VH002,2024-10-19 11:24:00,2024-10-19 13:28:00,55,32,completed
TR13474,RT009,VH005,2024-10-19 16:45:00,2024-10-19 18:51:00,45,28,completed
TR13475,RT010,VH018,2024-10-19 06:05:00,2024-10-19 06:38:00,8,4,completed
TR13476,RT010,VH018,2024-10-19 10:07:00,2024-10-19 10:42:00,8,5,completed
TR13477,RT010,VH011,2024-10-19 14:00:00,2024-10-19 14:40:00,12,9,completed
TR13478,RT010,VH018,2024-10-19 18:01:00,2024-10-19 18:37:00,8,5,completed
TR13479,RT001,VH001,2024-10-20 05:56:00,2024-10-20 07:07:00,55,30,completed
TR13480,RT001,VH008,2024-10-20 07:50:00,2024-10-20 08:49:00,40,31,completed
TR13481,RT001,VH008,2024-10-20 10:01:00,2024-10-20 11:07:00,40,17,completed
TR13482,RT001,VH001,2024-10-20 12:09:00,2024-10-20 13:20:00,55,29,completed
TR13483,RT001,VH001,2024-10-20 13:59:00,2024-10-20 15:15:00,55,42,completed
TR13484,RT001,VH007,2024-10-20 16:05:00,2024-10-20 17:17:00,40,18,completed
TR13485,RT001,VH016,2024-10-20 18:06:00,2024-10-20 19:13:00,55,35,completed
TR13486,RT001,VH001,2024-10-20 19:55:00,2024-10-20 21:15:00,55,36,completed
TR13487,RT002,VH010,2024-10-20 05:55:00,2024-10-20 07:04:00,49,29,completed
TR13488,RT002,VH010,2024-10-20 08:49:00,2024-10-20 09:44:00,49,24,completed
TR13489,RT002,VH017,2024-10-20 11:10:00,2024-10-20 12:18:00,49,27,completed
TR13490,RT002,VH003,2024-10-20 13:54:00,2024-10-20 15:12:00,49,25,completed
TR13491,RT002,VH017,2024-10-20 16:44:00,2024-10-20 17:44:00,49,41,completed
TR13492,RT002,VH004,2024-10-20 19:27:00,2024-10-20 20:29:00,49,29,completed
TR13493,RT003,VH005,2024-10-20 06:05:00,2024-10-20 08:07:00,45,21,completed
TR13494,RT003,VH006,2024-10-20 09:52:00,2024-10-20 12:18:00,45,37,completed
TR13495,RT003,VH006,2024-10-20 13:51:00,2024-10-20 15:49:00,45,27,completed
TR13496,RT003,VH006,2024-10-20 18:08:00,2024-10-20 20:49:00,45,37,completed
TR13497,RT004,VH005,2024-10-20 05:59:00,2024-10-20 07:47:00,45,38,completed
TR13498,RT004,VH005,2024-10-20 09:09:00,2024-10-20 10:29:00,45,37,completed
TR13499,RT004,VH005,2024-10-20 12:33:00,2024-10-20 14:09:00,45,23,completed
TR13500,RT004,VH005,2024-10-20 15:43:00,2024-10-20 17:32:00,45,28,completed
TR13501,RT004,VH009,2024-10-20 18:44:00,2024-10-20 20:24:00,40,18,completed
TR13502,RT005,VH018,2024-10-20 06:04:00,2024-10-20 07:27:00,8,5,completed
TR13503,RT005,VH013,2024-10-20 11:25:00,2024-10-20 12:50:00,8,4,completed
TR13504,RT005,VH013,2024-10-20 16:38:00,2024-10-20 17:44:00,8,5,completed
TR13505,RT006,VH003,2024-10-20 06:04:00,2024-10-20 07:46:00,49,23,completed
TR13506,RT006,VH009,2024-10-20 09:59:00,2024-10-20 11:25:00,40,20,completed
TR13507,RT006,VH010,2024-10-20 13:59:00,2024-10-20 15:48:00,49,27,completed
TR13508,RT006,VH010,2024-10-20 18:04:00,2024-10-20 19:42:00,49,32,completed
TR13509,RT007,VH015,2024-10-20 06:08:00,2024-10-20 07:06:00,12,8,completed
TR13510,RT007,VH012,2024-10-20 11:14:00,2024-10-20 12:03:00,12,6,completed
TR13511,RT007,VH014,2024-10-20 16:31:00,2024-10-20 17:37:00,8,4,completed
TR13512,RT008,VH002,2024-10-20 06:04:00,2024-10-20 06:47:00,55,22,completed
TR13513,RT008,VH008,2024-10-20 08:45:00,2024-10-20 09:27:00,40,32,completed
TR13514,RT008,VH008,2024-10-20 11:19:00,2024-10-20 12:04:00,40,24,completed
TR13515,RT008,VH008,2024-10-20 13:58:00,2024-10-20 14:59:00,40,18,completed
TR13516,RT008,VH001,2024-10-20 16:45:00,2024-10-20 17:43:00,55,30,completed
TR13517,RT008,VH016,2024-10-20 19:25:00,2024-10-20 20:16:00,55,45,completed
TR13518,RT009,VH005,2024-10-20 06:08:00,2024-10-20 08:07:00,45,34,completed
TR13519,RT009,VH002,2024-10-20 11:29:00,2024-10-20 13:04:00,55,44,completed
TR13520,RT009,VH005,2024-10-20 16:34:00,2024-10-20 18:18:00,45,35,completed
TR13521,RT010,VH018,2024-10-20 05:53:00,2024-10-20 06:28:00,8,6,completed
TR13522,RT010,VH018,2024-10-20 09:54:00,2024-10-20 10:36:00,8,3,completed
TR13523,RT010,VH011,2024-10-20 13:59:00,2024-10-20 14:36:00,12,9,completed
TR13524,RT010,VH011,2024-10-20 18:03:00,2024-10-20 18:46:00,12,9,completed
TR13525,RT001,VH016,2024-10-21 06:01:00,2024-10-21 07:24:00,55,32,completed
TR13526,RT001,VH002,2024-10-21 08:00:00,2024-10-21 09:03:00,55,34,completed
TR13527,RT001,VH001,2024-10-21 10:07:00,2024-10-21 11:30:00,55,27,completed
TR13528,RT001,VH002,2024-10-21 11:54:00,2024-10-21 12:52:00,55,38,completed
TR13529,RT001,VH002,2024-10-21 14:09:00,2024-10-21 15:23:00,55,24,completed
TR13530,RT001,VH007,2024-10-21 16:09:00,2024-10-21 17:19:00,40,22,completed
TR13531,RT001,VH002,2024-10-21 18:02:00,2024-10-21 19:01:00,55,26,completed
TR13532,RT001,VH002,2024-10-21 19:59:00,2024-10-21 21:07:00,55,28,completed
TR13533,RT002,VH004,2024-10-21 05:56:00,2024-10-21 06:54:00,49,23,completed
TR13534,RT002,VH010,2024-10-21 08:35:00,2024-10-21 09:54:00,49,23,completed
TR13535,RT002,VH004,2024-10-21 11:22:00,2024-10-21 12:35:00,49,36,completed
TR13536,RT002,VH010,2024-10-21 14:05:00,2024-10-21 15:13:00,49,38,completed
TR13537,RT002,VH017,2024-10-21 16:42:00,2024-10-21 17:37:00,49,30,completed
TR13538,RT002,VH017,2024-10-21 19:21:00,2024-10-21 20:21:00,49,40,completed
TR13539,RT003,VH004,2024-10-21 06:05:00,2024-10-21 08:35:00,49,20,completed
TR13540,RT003,VH004,2024-10-21 10:10:00,2024-10-21 12:20:00,49,37,completed
TR13541,RT003,VH006,2024-10-21 14:01:00,2024-10-21 16:06:00,45,22,completed
TR13542,RT003,VH006,2024-10-21 17:57:00,2024-10-21 20:30:00,45,23,completed
TR13543,RT004,VH006,2024-10-21 05:51:00,2024-10-21 07:10:00,45,21,completed
TR13544,RT004,VH005,2024-10-21 09:08:00,2024-10-21 10:41:00,45,34,completed
TR13545,RT004,VH006,2024-10-21 12:18:00,2024-10-21 13:38:00,45,24,completed
TR13546,RT004,VH005,2024-10-21 15:45:00,2024-10-21 17:09:00,45,24,completed
TR13547,RT004,VH009,2024-10-21 18:58:00,2024-10-21 20:32:00,40,17,completed
TR13548,RT005,VH018,2024-10-21 06:07:00,2024-10-21 07:12:00,8,4,completed
TR13549,RT005,VH013,2024-10-21 11:13:00,2024-10-21 12:22:00,8,6,completed
TR13550,RT005,VH018,2024-10-21 16:45:00,2024-10-21 17:54:00,8,5,completed
TR13551,RT006,VH009,2024-10-21 06:07:00,2024-10-21 07:40:00,40,26,completed
TR13552,RT006,VH010,2024-10-21 09:56:00,2024-10-21 11:41:00,49,25,completed
TR13553,RT006,VH009,2024-10-21 14:10:00,2024-10-21 15:50:00,40,26,completed
TR13554,RT006,VH003,2024-10-21 17:55:00,2024-10-21 19:35:00,49,33,completed
TR13555,RT007,VH012,2024-10-21 05:52:00,2024-10-21 06:57:00,12,9,completed
TR13556,RT007,VH015,2024-10-21 11:12:00,2024-10-21 12:01:00,12,6,completed
TR13557,RT007,VH012,2024-10-21 16:38:00,2024-10-21 17:27:00,12,6,completed
TR13558,RT008,VH016,2024-10-21 06:06:00,2024-10-21 06:55:00,55,42,completed
TR13559,RT008,VH008,2024-10-21 08:42:00,2024-10-21 09:28:00,40,19,completed
TR13560,RT008,VH001,2024-10-21 11:10:00,2024-10-21 11:56:00,55,28,completed
TR13561,RT008,VH001,2024-10-21 14:04:00,2024-10-21 14:53:00,55,25,completed
TR13562,RT008,VH008,2024-10-21 16:44:00,2024-10-21 17:44:00,40,20,completed
TR13563,RT008,VH008,2024-10-21 19:12:00,2024-10-21 20:06:00,40,27,completed
TR13564,RT009,VH005,2024-10-21 05:59:00,2024-10-21 07:57:00,45,33,completed
TR13565,RT009,VH005,2024-10-21 11:30:00,2024-10-21 13:28:00,45,37,completed
TR13566,RT009,VH006,2024-10-21 16:44:00,2024-10-21 18:47:00,45,25,completed
TR13567,RT010,VH018,2024-10-21 05:51:00,2024-10-21 06:22:00,8,5,completed
TR13568,RT010,VH011,2024-10-21 10:04:00,2024-10-21 10:42:00,12,9,completed
TR13569,RT010,VH011,2024-10-21 13:59:00,2024-10-21 14:31:00,12,6,completed
TR13570,RT010,VH014,2024-10-21 17:55:00,2024-10-21 18:37:00,8,5,completed
TR13571,RT001,VH016,2024-10-22 06:04:00,2024-10-22 07:20:00,55,25,completed
TR13572,RT001,VH016,2024-10-22 08:07:00,2024-10-22 09:13:00,55,40,completed
TR13573,RT001,VH016,2024-10-22 09:59:00,2024-10-22 11:15:00,55,22,completed
TR13574,RT001,VH016,2024-10-22 12:09:00,2024-10-22 13:20:00,55,44,completed
TR13575,RT001,VH002,2024-10-22 14:00:00,2024-10-22 14:59:00,55,26,completed
TR13576,RT001,VH001,2024-10-22 15:53:00,2024-10-22 17:15:00,55,46,completed
TR13577,RT001,VH007,2024-10-22 17:58:00,2024-10-22 19:00:00,40,26,completed
TR13578,RT001,VH001,2024-10-22 19:57:00,2024-10-22 21:01:00,55,30,completed
TR13579,RT002,VH017,2024-10-22 05:52:00,2024-10-22 06:50:00,49,27,completed
TR13580,RT002,VH010,2024-10-22 08:48:00,2024-10-22 09:58:00,49,39,completed
TR13581,RT002,VH017,2024-10-22 11:13:00,2024-10-22 12:32:00,49,30,completed
TR13582,RT002,VH010,2024-10-22 14:08:00,2024-10-22 15:14:00,49,40,completed
TR13583,RT002,VH010,2024-10-22 16:32:00,2024-10-22 17:36:00,49,30,completed
TR13584,RT002,VH010,2024-10-22 19:17:00,2024-10-22 20:20:00,49,26,completed
TR13585,RT003,VH006,2024-10-22 06:02:00,2024-10-22 08:35:00,45,22,completed
TR13586,RT003,VH006,2024-10-22 09:59:00,2024-10-22 12:12:00,45,26,completed
TR13587,RT003,VH006,2024-10-22 14:00:00,2024-10-22 15:54:00,45,22,completed
TR13588,RT003,VH006,2024-10-22 18:00:00,2024-10-22 19:57:00,45,23,completed
TR13589,RT004,VH005,2024-10-22 06:04:00,2024-10-22 07:33:00,45,18,completed
TR13590,RT004,VH006,2024-10-22 09:07:00,2024-10-22 10:51:00,45,32,completed
TR13591,RT004,VH005,2024-10-22 12:16:00,2024-10-22 13:56:00,45,24,completed
TR13592,RT004,VH005,2024-10-22 15:42:00,2024-10-22 17:17:00,45,24,completed
TR13593,RT004,VH006,2024-10-22 18:54:00,2024-10-22 20:22:00,45,28,completed
TR13594,RT005,VH018,2024-10-22 06:05:00,2024-10-22 07:17:00,8,6,completed
TR13595,RT005,VH018,2024-10-22 11:30:00,2024-10-22 12:45:00,8,5,completed
TR13596,RT005,VH018,2024-10-22 16:43:00,2024-10-22 17:43:00,8,4,completed
TR13597,RT006,VH003,2024-10-22 05:54:00,2024-10-22 07:21:00,49,31,completed
TR13598,RT006,VH009,2024-10-22 10:07:00,2024-10-22 11:46:00,40,17,completed
TR13599,RT006,VH010,2024-10-22 14:05:00,2024-10-22 15:46:00,49,31,completed
TR13600,RT006,VH009,2024-10-22 18:02:00,2024-10-22 19:58:00,40,17,completed
TR13601,RT007,VH014,2024-10-22 06:09:00,2024-10-22 07:14:00,8,5,completed
TR13602,RT007,VH015,2024-10-22 11:24:00,2024-10-22 12:24:00,12,8,completed
TR13603,RT007,VH012,2024-10-22 16:47:00,2024-10-22 17:56:00,12,5,completed
TR13604,RT008,VH001,2024-10-22 06:10:00,2024-10-22 06:56:00,55,28,completed
TR13605,RT008,VH008,2024-10-22 08:41:00,2024-10-22 09:35:00,40,30,completed
TR13606,RT008,VH016,2024-10-22 11:13:00,2024-10-22 12:12:00,55,45,completed
TR13607,RT008,VH001,2024-10-22 14:04:00,2024-10-22 14:50:00,55,43,completed
TR13608,RT008,VH001,2024-10-22 16:48:00,2024-10-22 17:42:00,55,45,completed
TR13609,RT008,VH002,2024-10-22 19:24:00,2024-10-22 20:15:00,55,35,completed
TR13610,RT009,VH006,2024-10-22 06:00:00,2024-10-22 07:32:00,45,19,completed
