booking_id,trip_id,route_id,booking_datetime,passengers,fare_per_passenger,total_fare,payment_method,booking_status,channel
BK028689,TR02918,RT008,2025-06-08 06:45:00,3,9.66,28.98,credit_card,completed,website
BK028690,TR02918,RT008,2025-06-05 06:45:00,2,9.71,19.42,ideal,completed,mobile_app
BK028691,TR02918,RT008,2025-06-12 06:45:00,2,10.35,20.7,bancontact,completed,website
BK028692,TR02918,RT008,2025-05-27 06:45:00,2,13.21,26.42,credit_card,completed,partner_api
BK028693,TR02918,RT008,2025-05-25 06:45:00,3,12.41,37.23,credit_card,completed,partner_api
BK028694,TR02918,RT008,2025-05-24 06:45:00,3,12.51,37.53,debit_card,completed,website
BK028695,TR02918,RT008,2025-06-09 06:45:00,2,11.06,22.12,debit_card,completed,mobile_app
BK028696,TR02918,RT008,2025-05-26 06:45:00,2,9.68,19.36,debit_card,completed,website
BK028697,TR02918,RT008,2025-05-21 06:45:00,4,10.69,42.76,bancontact,completed,mobile_app
BK028698,TR02918,RT008,2025-05-14 06:45:00,3,12.05,36.15,ideal,no_show,partner_api
BK028699,TR02918,RT008,2025-06-12 06:45:00,2,11.45,22.9,ideal,completed,mobile_app
BK028700,TR02918,RT008,2025-05-16 06:45:00,3,10.36,31.08,ideal,no_show,partner_api
BK028701,TR02919,RT008,2025-06-07 11:15:00,1,11.58,11.58,debit_card,no_show,website
BK028702,TR02919,RT008,2025-05-28 11:15:00,4,12.92,51.68,bancontact,cancelled,website
BK028703,TR02919,RT008,2025-06-01 11:15:00,2,11.73,23.46,credit_card,completed,mobile_app
BK028704,TR02919,RT008,2025-05-16 11:15:00,5,9.83,49.15,credit_card,completed,mobile_app
BK028705,TR02919,RT008,2025-05-28 11:15:00,2,13.6,27.2,paypal,no_show,mobile_app
BK028706,TR02919,RT008,2025-05-22 11:15:00,2,11.62,23.24,debit_card,completed,mobile_app
BK028707,TR02919,RT008,2025-05-22 11:15:00,1,12.06,12.06,credit_card,completed,partner_api
BK028708,TR02919,RT008,2025-06-04 11:15:00,3,11.94,35.82,ideal,completed,partner_api
BK028709,TR02919,RT008,2025-06-04 11:15:00,3,12.45,37.35,debit_card,completed,website
BK028710,TR02919,RT008,2025-06-06 11:15:00,2,14.03,28.06,bancontact,completed,partner_api
BK028711,TR02919,RT008,2025-05-20 11:15:00,2,11.76,23.52,ideal,completed,mobile_app
BK028712,TR02919,RT008,2025-05-28 11:15:00,4,14.26,57.04,ideal,cancelled,website
BK028713,TR02919,RT008,2025-06-02 11:15:00,3,13.31,39.93,ideal,completed,mobile_app
BK028714,TR02919,RT008,2025-05-30 11:15:00,1,13.5,13.5,paypal,completed,website
BK028715,TR02919,RT008,2025-05-20 11:15:00,4,9.58,38.32,debit_card,completed,mobile_app
BK028716,TR02919,RT008,2025-06-07 11:15:00,4,11.07,44.28,ideal,completed,mobile_app
BK028717,TR02919,RT008,2025-05-20 11:15:00,4,14.17,56.68,debit_card,completed,website
BK028718,TR02919,RT008,2025-05-29 11:15:00,1,13.75,13.75,credit_card,completed,mobile_app
BK028719,TR02920,RT008,2025-06-11 16:45:00,2,10.42,20.84,credit_card,completed,website
BK028720,TR02920,RT008,2025-05-20 16:45:00,3,12.57,37.71,ideal,completed,mobile_app
BK028721,TR02920,RT008,2025-06-08 16:45:00,5,11.02,55.1,debit_card,completed,mobile_app
BK028722,TR02920,RT008,2025-05-19 16:45:00,5,13.49,67.45,credit_card,completed,partner_api
BK028723,TR02920,RT008,2025-06-04 16:45:00,2,12.84,25.68,credit_card,completed,website
BK028724,TR02920,RT008,2025-05-30 16:45:00,2,9.8,19.6,credit_card,completed,mobile_app
BK028725,TR02920,RT008,2025-05-22 16:45:00,3,11.75,35.25,debit_card,no_show,partner_api
BK028726,TR02920,RT008,2025-05-18 16:45:00,2,10.29,20.58,debit_card,completed,website
BK028727,TR02920,RT008,2025-06-07 16:45:00,4,9.62,38.48,debit_card,completed,partner_api
BK028728,TR02920,RT008,2025-05-23 16:45:00,3,12.35,37.05,debit_card,completed,mobile_app
BK028729,TR02920,RT008,2025-05-28 16:45:00,2,11.15,22.3,ideal,completed,website
BK028730,TR02920,RT008,2025-05-28 16:45:00,1,12.14,12.14,credit_card,completed,website
BK028731,TR02920,RT008,2025-05-31 16:45:00,1,9.75,9.75,credit_card,completed,website
BK028732,TR02920,RT008,2025-05-18 16:45:00,3,14.18,42.54,bancontact,completed,partner_api
BK028733,TR02920,RT008,2025-05-19 16:45:00,4,13.62,54.48,ideal,completed,partner_api
BK028734,TR02920,RT008,2025-06-01 16:45:00,4,10.17,40.68,debit_card,completed,website
BK028735,TR02920,RT008,2025-06-03 16:45:00,1,10.41,10.41,bancontact,completed,website
BK028736,TR02920,RT008,2025-05-31 16:45:00,1,13.79,13.79,ideal,completed,partner_api
BK028737,TR02920,RT008,2025-06-12 16:45:00,3,12.86,38.58,credit_card,completed,partner_api
BK028738,TR02920,RT008,2025-05-26 16:45:00,2,13.21,26.42,credit_card,completed,website
BK028739,TR02921,RT009,2025-05-23 06:45:00,2,13.56,27.12,paypal,completed,website
BK028740,TR02921,RT009,2025-05-14 06:45:00,1,17.3,17.3,debit_card,completed,mobile_app
BK028741,TR02921,RT009,2025-06-08 06:45:00,2,15.0,30.0,ideal,completed,partner_api
BK028742,TR02921,RT009,2025-06-02 06:45:00,1,11.56,11.56,paypal,completed,mobile_app
BK028743,TR02921,RT009,2025-05-27 06:45:00,3,15.17,45.51,credit_card,completed,mobile_app
BK028744,TR02921,RT009,2025-05-15 06:45:00,4,16.9,67.6,credit_card,completed,mobile_app
BK028745,TR02921,RT009,2025-05-20 06:45:00,1,15.99,15.99,ideal,cancelled,partner_api
BK028746,TR02921,RT009,2025-05-21 06:45:00,2,16.73,33.46,bancontact,completed,mobile_app
BK028747,TR02921,RT009,2025-05-22 06:45:00,2,15.42,30.84,debit_card,completed,website
BK028748,TR02921,RT009,2025-05-18 06:45:00,2,12.49,24.98,bancontact,completed,website
BK028749,TR02921,RT009,2025-06-04 06:45:00,2,15.89,31.78,bancontact,completed,mobile_app
BK028750,TR02921,RT009,2025-05-16 06:45:00,2,14.65,29.3,paypal,cancelled,website
BK028751,TR02921,RT009,2025-05-15 06:45:00,2,15.33,30.66,ideal,completed,partner_api
BK028752,TR02921,RT009,2025-05-17 06:45:00,2,15.01,30.02,debit_card,completed,mobile_app
BK028753,TR02921,RT009,2025-05-22 06:45:00,1,14.64,14.64,bancontact,cancelled,partner_api
BK028754,TR02922,RT009,2025-06-10 11:45:00,1,13.6,13.6,credit_card,refunded,mobile_app
BK028755,TR02923,RT009,2025-05-29 16:45:00,1,12.17,12.17,bancontact,completed,website
BK028756,TR02923,RT009,2025-06-08 16:45:00,2,13.52,27.04,paypal,completed,mobile_app
BK028757,TR02923,RT009,2025-05-24 16:45:00,3,15.61,46.83,bancontact,completed,mobile_app
BK028758,TR02923,RT009,2025-06-11 16:45:00,2,15.25,30.5,bancontact,completed,partner_api
BK028759,TR02923,RT009,2025-05-16 16:45:00,5,14.9,74.5,bancontact,completed,website
BK028760,TR02923,RT009,2025-05-24 16:45:00,3,15.0,45.0,paypal,completed,mobile_app
BK028761,TR02923,RT009,2025-06-07 16:45:00,1,13.32,13.32,ideal,completed,mobile_app
BK028762,TR02923,RT009,2025-05-17 16:45:00,3,14.18,42.54,paypal,completed,website
BK028763,TR02923,RT009,2025-06-06 16:45:00,2,15.2,30.4,bancontact,completed,website
BK028764,TR02923,RT009,2025-05-14 16:45:00,4,11.9,47.6,credit_card,completed,partner_api
BK028765,TR02923,RT009,2025-06-03 16:45:00,4,11.62,46.48,bancontact,completed,partner_api
BK028766,TR02923,RT009,2025-06-03 16:45:00,3,13.2,39.6,paypal,completed,website
BK028767,TR02923,RT009,2025-05-27 16:45:00,1,15.82,15.82,credit_card,completed,partner_api
BK028768,TR02923,RT009,2025-06-01 16:45:00,3,14.81,44.43,bancontact,no_show,mobile_app
BK028769,TR02923,RT009,2025-06-05 16:45:00,1,15.26,15.26,bancontact,completed,website
BK028770,TR02923,RT009,2025-06-07 16:45:00,1,15.26,15.26,ideal,completed,website
BK028771,TR02923,RT009,2025-06-05 16:45:00,1,13.16,13.16,debit_card,completed,mobile_app
BK028772,TR02923,RT009,2025-06-05 16:45:00,2,16.92,33.84,bancontact,completed,mobile_app
BK028773,TR02923,RT009,2025-06-10 16:45:00,2,16.25,32.5,bancontact,completed,partner_api
BK028774,TR02923,RT009,2025-05-30 16:45:00,2,12.74,25.48,ideal,completed,mobile_app
BK028775,TR02924,RT010,2025-06-09 06:15:00,1,21.24,21.24,paypal,completed,website
BK028776,TR02924,RT010,2025-05-22 06:15:00,2,27.48,54.96,credit_card,completed,mobile_app
BK028777,TR02924,RT010,2025-06-04 06:15:00,1,23.51,23.51,paypal,completed,mobile_app
BK028778,TR02924,RT010,2025-05-14 06:15:00,1,19.99,19.99,credit_card,completed,partner_api
BK028779,TR02924,RT010,2025-05-25 06:15:00,1,25.47,25.47,paypal,completed,mobile_app
BK028780,TR02924,RT010,2025-05-30 06:15:00,1,24.45,24.45,bancontact,completed,website
BK028781,TR02925,RT010,2025-05-30 11:30:00,1,23.44,23.44,credit_card,completed,partner_api
BK028782,TR02925,RT010,2025-06-06 11:30:00,1,28.5,28.5,ideal,no_show,website
BK028783,TR02925,RT010,2025-05-31 11:30:00,4,19.04,76.16,debit_card,completed,mobile_app
BK028784,TR02925,RT010,2025-05-17 11:30:00,4,27.9,111.6,paypal,completed,mobile_app
BK028785,TR02926,RT010,2025-06-10 16:00:00,4,20.35,81.4,paypal,completed,partner_api
BK028786,TR02926,RT010,2025-05-17 16:00:00,2,19.98,39.96,credit_card,no_show,partner_api
BK028787,TR02926,RT010,2025-05-18 16:00:00,1,21.35,21.35,paypal,completed,website
BK028788,TR02926,RT010,2025-05-19 16:00:00,3,23.18,69.54,debit_card,no_show,mobile_app
BK028789,TR02926,RT010,2025-05-14 16:00:00,1,25.34,25.34,credit_card,completed,partner_api
BK028790,TR02927,RT001,2025-06-13 06:30:00,3,13.41,40.23,paypal,completed,website
BK028791,TR02927,RT001,2025-05-28 06:30:00,1,15.15,15.15,credit_card,completed,mobile_app
BK028792,TR02927,RT001,2025-05-29 06:30:00,4,11.12,44.48,bancontact,completed,mobile_app
BK028793,TR02927,RT001,2025-05-27 06:30:00,1,12.48,12.48,ideal,completed,partner_api
BK028794,TR02927,RT001,2025-05-15 06:30:00,4,11.96,47.84,debit_card,completed,partner_api
BK028795,TR02927,RT001,2025-06-02 06:30:00,2,14.02,28.04,bancontact,completed,website
BK028796,TR02927,RT001,2025-05-17 06:30:00,3,10.75,32.25,paypal,completed,partner_api
BK028797,TR02927,RT001,2025-06-06 06:30:00,4,13.9,55.6,bancontact,completed,partner_api
BK028798,TR02927,RT001,2025-06-06 06:30:00,2,10.55,21.1,paypal,completed,partner_api
BK028799,TR02927,RT001,2025-05-17 06:30:00,4,13.3,53.2,paypal,completed,partner_api
BK028800,TR02927,RT001,2025-06-01 06:30:00,2,14.12,28.24,credit_card,completed,website
BK028801,TR02927,RT001,2025-06-12 06:30:00,2,10.24,20.48,debit_card,completed,website
BK028802,TR02927,RT001,2025-05-28 06:30:00,1,12.86,12.86,paypal,completed,website
BK028803,TR02927,RT001,2025-06-05 06:30:00,2,14.85,29.7,credit_card,completed,mobile_app
BK028804,TR02927,RT001,2025-05-23 06:30:00,4,11.23,44.92,paypal,completed,partner_api
BK028805,TR02927,RT001,2025-05-23 06:30:00,2,14.74,29.48,debit_card,completed,website
BK028806,TR02927,RT001,2025-05-25 06:30:00,1,14.46,14.46,credit_card,completed,mobile_app
BK028807,TR02927,RT001,2025-05-26 06:30:00,2,13.18,26.36,credit_card,completed,mobile_app
BK028808,TR02927,RT001,2025-05-30 06:30:00,2,10.56,21.12,ideal,completed,mobile_app
BK028809,TR02927,RT001,2025-05-29 06:30:00,1,12.16,12.16,bancontact,cancelled,mobile_app
BK028810,TR02927,RT001,2025-06-09 06:30:00,3,11.09,33.27,credit_card,completed,partner_api
BK028811,TR02927,RT001,2025-05-18 06:30:00,1,11.59,11.59,paypal,completed,partner_api
BK028812,TR02927,RT001,2025-05-29 06:30:00,1,14.87,14.87,ideal,completed,partner_api
BK028813,TR02927,RT001,2025-05-15 06:30:00,1,13.31,13.31,ideal,cancelled,website
BK028814,TR02928,RT001,2025-06-06 14:45:00,4,10.25,41.0,credit_card,completed,mobile_app
BK028815,TR02928,RT001,2025-05-29 14:45:00,2,12.97,25.94,paypal,completed,website
BK028816,TR02928,RT001,2025-05-17 14:45:00,1,15.07,15.07,debit_card,completed,website
BK028817,TR02928,RT001,2025-06-05 14:45:00,1,13.72,13.72,debit_card,completed,mobile_app
BK028818,TR02928,RT001,2025-06-12 14:45:00,2,14.78,29.56,debit_card,completed,website
BK028819,TR02928,RT001,2025-05-25 14:45:00,2,14.32,28.64,bancontact,completed,partner_api
BK028820,TR02928,RT001,2025-06-09 14:45:00,1,12.43,12.43,bancontact,completed,partner_api
BK028821,TR02928,RT001,2025-05-16 14:45:00,1,12.93,12.93,bancontact,completed,mobile_app
BK028822,TR02928,RT001,2025-06-06 14:45:00,2,15.43,30.86,bancontact,completed,mobile_app
BK028823,TR02928,RT001,2025-06-11 14:45:00,1,14.11,14.11,ideal,completed,website
BK028824,TR02928,RT001,2025-06-07 14:45:00,3,15.53,46.59,paypal,completed,website
BK028825,TR02928,RT001,2025-06-04 14:45:00,5,12.01,60.05,paypal,completed,website
BK028826,TR02928,RT001,2025-06-13 14:45:00,5,14.22,71.1,paypal,completed,partner_api
BK028827,TR02928,RT001,2025-06-05 14:45:00,1,13.57,13.57,credit_card,completed,partner_api
BK028828,TR02929,RT002,2025-05-24 06:30:00,5,19.28,96.4,credit_card,completed,mobile_app
BK028829,TR02929,RT002,2025-05-19 06:30:00,2,15.17,30.34,debit_card,completed,partner_api
BK028830,TR02929,RT002,2025-06-03 06:30:00,1,14.67,14.67,credit_card,cancelled,partner_api
BK028831,TR02929,RT002,2025-05-24 06:30:00,1,14.91,14.91,credit_card,completed,mobile_app
BK028832,TR02929,RT002,2025-06-09 06:30:00,5,18.15,90.75,credit_card,completed,mobile_app
BK028833,TR02929,RT002,2025-06-12 06:30:00,3,17.92,53.76,debit_card,completed,partner_api
BK028834,TR02929,RT002,2025-06-08 06:30:00,1,16.52,16.52,bancontact,completed,mobile_app
BK028835,TR02929,RT002,2025-05-22 06:30:00,2,15.88,31.76,ideal,completed,mobile_app
BK028836,TR02929,RT002,2025-05-26 06:30:00,2,17.59,35.18,bancontact,completed,partner_api
BK028837,TR02929,RT002,2025-05-23 06:30:00,3,13.9,41.7,ideal,completed,partner_api
BK028838,TR02929,RT002,2025-06-03 06:30:00,2,14.73,29.46,ideal,completed,partner_api
BK028839,TR02929,RT002,2025-05-17 06:30:00,1,19.04,19.04,credit_card,completed,website
BK028840,TR02929,RT002,2025-05-20 06:30:00,3,13.78,41.34,debit_card,completed,mobile_app
BK028841,TR02930,RT002,2025-06-07 11:00:00,1,19.04,19.04,paypal,completed,partner_api
BK028842,TR02930,RT002,2025-05-31 11:00:00,1,18.45,18.45,credit_card,completed,mobile_app
BK028843,TR02930,RT002,2025-06-06 11:00:00,2,13.39,26.78,paypal,completed,website
BK028844,TR02930,RT002,2025-05-18 11:00:00,3,14.35,43.05,bancontact,completed,partner_api
BK028845,TR02930,RT002,2025-05-20 11:00:00,3,13.02,39.06,bancontact,completed,partner_api
BK028846,TR02930,RT002,2025-06-13 11:00:00,4,15.82,63.28,bancontact,completed,website
BK028847,TR02930,RT002,2025-05-19 11:00:00,2,18.79,37.58,bancontact,completed,mobile_app
BK028848,TR02930,RT002,2025-05-16 11:00:00,3,15.02,45.06,paypal,completed,partner_api
BK028849,TR02930,RT002,2025-06-07 11:00:00,3,18.95,56.85,ideal,cancelled,mobile_app
BK028850,TR02930,RT002,2025-05-30 11:00:00,4,14.62,58.48,debit_card,completed,mobile_app
BK028851,TR02930,RT002,2025-05-21 11:00:00,3,16.92,50.76,bancontact,completed,website
BK028852,TR02930,RT002,2025-05-19 11:00:00,1,14.86,14.86,credit_card,completed,partner_api
BK028853,TR02930,RT002,2025-05-20 11:00:00,1,18.99,18.99,bancontact,completed,mobile_app
BK028854,TR02930,RT002,2025-06-05 11:00:00,1,19.18,19.18,paypal,completed,mobile_app
BK028855,TR02930,RT002,2025-05-15 11:00:00,2,13.64,27.28,paypal,completed,mobile_app
BK028856,TR02930,RT002,2025-05-27 11:00:00,2,19.07,38.14,ideal,completed,partner_api
BK028857,TR02930,RT002,2025-05-28 11:00:00,1,16.69,16.69,credit_card,completed,website
BK028858,TR02930,RT002,2025-05-24 11:00:00,1,16.64,16.64,ideal,cancelled,partner_api
BK028859,TR02930,RT002,2025-06-08 11:00:00,2,18.39,36.78,bancontact,completed,partner_api
BK028860,TR02930,RT002,2025-05-16 11:00:00,1,15.21,15.21,ideal,completed,partner_api
BK028861,TR02931,RT002,2025-06-09 16:30:00,1,19.02,19.02,bancontact,completed,mobile_app
BK028862,TR02931,RT002,2025-06-05 16:30:00,1,18.46,18.46,bancontact,no_show,mobile_app
BK028863,TR02931,RT002,2025-06-06 16:30:00,2,14.66,29.32,debit_card,completed,partner_api
BK028864,TR02931,RT002,2025-05-23 16:30:00,4,18.36,73.44,credit_card,completed,mobile_app
BK028865,TR02931,RT002,2025-06-11 16:30:00,5,19.08,95.4,debit_card,completed,partner_api
BK028866,TR02931,RT002,2025-05-28 16:30:00,2,16.0,32.0,debit_card,completed,mobile_app
BK028867,TR02931,RT002,2025-06-10 16:30:00,1,18.77,18.77,ideal,completed,mobile_app
BK028868,TR02931,RT002,2025-05-19 16:30:00,2,16.61,33.22,paypal,completed,partner_api
BK028869,TR02931,RT002,2025-06-11 16:30:00,1,12.9,12.9,debit_card,completed,partner_api
BK028870,TR02931,RT002,2025-06-13 16:30:00,1,13.95,13.95,ideal,completed,partner_api
BK028871,TR02931,RT002,2025-06-09 16:30:00,2,17.86,35.72,paypal,no_show,mobile_app
BK028872,TR02931,RT002,2025-05-31 16:30:00,1,17.49,17.49,bancontact,completed,mobile_app
BK028873,TR02931,RT002,2025-05-29 16:30:00,2,15.4,30.8,ideal,completed,partner_api
BK028874,TR02931,RT002,2025-05-18 16:30:00,1,17.75,17.75,paypal,completed,partner_api
BK028875,TR02931,RT002,2025-05-30 16:30:00,4,15.91,63.64,paypal,completed,mobile_app
BK028876,TR02931,RT002,2025-06-01 16:30:00,2,17.93,35.86,paypal,completed,mobile_app
BK028877,TR02931,RT002,2025-06-02 16:30:00,3,15.47,46.41,paypal,completed,partner_api
BK028878,TR02931,RT002,2025-06-13 16:30:00,2,16.13,32.26,debit_card,completed,partner_api
BK028879,TR02931,RT002,2025-06-07 16:30:00,2,13.95,27.9,debit_card,completed,mobile_app
BK028880,TR02931,RT002,2025-05-27 16:30:00,3,12.89,38.67,paypal,completed,mobile_app
BK028881,TR02931,RT002,2025-05-23 16:30:00,3,18.16,54.48,bancontact,completed,partner_api
BK028882,TR02931,RT002,2025-06-12 16:30:00,1,16.79,16.79,credit_card,completed,mobile_app
BK028883,TR02931,RT002,2025-06-05 16:30:00,2,19.05,38.1,bancontact,completed,website
BK028884,TR02931,RT002,2025-06-01 16:30:00,1,15.61,15.61,credit_card,cancelled,website
BK028885,TR02931,RT002,2025-05-30 16:30:00,3,18.17,54.51,debit_card,completed,mobile_app
BK028886,TR02931,RT002,2025-06-10 16:30:00,1,12.97,12.97,debit_card,completed,website
BK028887,TR02932,RT003,2025-06-10 06:30:00,1,15.18,15.18,debit_card,cancelled,mobile_app
BK028888,TR02932,RT003,2025-05-26 06:30:00,2,16.02,32.04,bancontact,completed,mobile_app
BK028889,TR02932,RT003,2025-05-19 06:30:00,1,16.23,16.23,credit_card,completed,website
BK028890,TR02932,RT003,2025-06-05 06:30:00,2,16.98,33.96,bancontact,completed,website
BK028891,TR02932,RT003,2025-05-27 06:30:00,1,21.24,21.24,paypal,completed,website
BK028892,TR02932,RT003,2025-06-09 06:30:00,3,18.32,54.96,paypal,no_show,mobile_app
BK028893,TR02932,RT003,2025-06-12 06:30:00,3,16.09,48.27,debit_card,completed,website
BK028894,TR02932,RT003,2025-06-12 06:30:00,5,19.58,97.9,ideal,completed,mobile_app
BK028895,TR02932,RT003,2025-05-17 06:30:00,2,17.1,34.2,paypal,completed,partner_api
BK028896,TR02932,RT003,2025-05-22 06:30:00,3,21.89,65.67,bancontact,completed,partner_api
BK028897,TR02932,RT003,2025-05-27 06:30:00,2,15.68,31.36,credit_card,completed,mobile_app
BK028898,TR02932,RT003,2025-05-18 06:30:00,1,20.37,20.37,bancontact,completed,partner_api
BK028899,TR02932,RT003,2025-05-30 06:30:00,1,21.75,21.75,credit_card,completed,website
BK028900,TR02932,RT003,2025-05-23 06:30:00,2,14.5,29.0,paypal,completed,website
BK028901,TR02932,RT003,2025-05-16 06:30:00,5,18.51,92.55,credit_card,completed,partner_api
BK028902,TR02932,RT003,2025-06-10 06:30:00,1,22.0,22.0,ideal,completed,website
BK028903,TR02933,RT003,2025-06-04 14:15:00,1,22.04,22.04,paypal,completed,mobile_app
BK028904,TR02933,RT003,2025-05-15 14:15:00,2,16.84,33.68,paypal,completed,website
BK028905,TR02933,RT003,2025-05-26 14:15:00,2,18.09,36.18,bancontact,completed,mobile_app
BK028906,TR02933,RT003,2025-05-16 14:15:00,3,17.01,51.03,bancontact,completed,partner_api
BK028907,TR02933,RT003,2025-05-23 14:15:00,3,19.45,58.35,bancontact,completed,website
BK028908,TR02933,RT003,2025-05-29 14:15:00,3,21.9,65.7,ideal,completed,website
BK028909,TR02933,RT003,2025-05-23 14:15:00,2,20.01,40.02,ideal,completed,website
BK028910,TR02933,RT003,2025-06-07 14:15:00,3,17.3,51.9,ideal,completed,mobile_app
BK028911,TR02933,RT003,2025-05-17 14:15:00,3,20.94,62.82,debit_card,completed,website
BK028912,TR02933,RT003,2025-05-17 14:15:00,3,18.58,55.74,credit_card,completed,website
BK028913,TR02933,RT003,2025-05-17 14:15:00,1,16.89,16.89,paypal,completed,partner_api
BK028914,TR02933,RT003,2025-05-18 14:15:00,1,20.27,20.27,bancontact,completed,mobile_app
BK028915,TR02934,RT004,2025-05-29 06:30:00,3,17.46,52.38,paypal,completed,partner_api
BK028916,TR02934,RT004,2025-06-03 06:30:00,1,13.75,13.75,paypal,completed,mobile_app
BK028917,TR02934,RT004,2025-06-07 06:30:00,1,14.64,14.64,credit_card,completed,mobile_app
BK028918,TR02934,RT004,2025-06-09 06:30:00,4,17.14,68.56,ideal,completed,website
BK028919,TR02934,RT004,2025-06-12 06:30:00,1,14.28,14.28,ideal,completed,website
BK028920,TR02934,RT004,2025-06-08 06:30:00,2,16.85,33.7,paypal,completed,partner_api
BK028921,TR02934,RT004,2025-05-18 06:30:00,1,15.83,15.83,debit_card,completed,mobile_app
BK028922,TR02934,RT004,2025-05-18 06:30:00,1,13.62,13.62,paypal,completed,partner_api
BK028923,TR02934,RT004,2025-06-02 06:30:00,2,15.31,30.62,credit_card,completed,mobile_app
BK028924,TR02934,RT004,2025-05-19 06:30:00,2,13.67,27.34,paypal,completed,partner_api
BK028925,TR02934,RT004,2025-06-10 06:30:00,1,17.92,17.92,debit_card,completed,website
BK028926,TR02934,RT004,2025-06-12 06:30:00,2,17.03,34.06,credit_card,completed,website
BK028927,TR02934,RT004,2025-05-27 06:30:00,4,16.33,65.32,debit_card,completed,website
BK028928,TR02934,RT004,2025-05-18 06:30:00,2,17.86,35.72,paypal,completed,mobile_app
BK028929,TR02934,RT004,2025-05-25 06:30:00,2,18.99,37.98,debit_card,completed,mobile_app
BK028930,TR02934,RT004,2025-05-18 06:30:00,2,19.37,38.74,credit_card,completed,website
BK028931,TR02934,RT004,2025-06-10 06:30:00,1,18.62,18.62,debit_card,completed,mobile_app
BK028932,TR02934,RT004,2025-06-02 06:30:00,4,14.49,57.96,bancontact,completed,website
BK028933,TR02934,RT004,2025-05-23 06:30:00,3,16.94,50.82,credit_card,completed,website
BK028934,TR02935,RT004,2025-05-17 11:00:00,2,16.76,33.52,credit_card,completed,mobile_app
BK028935,TR02935,RT004,2025-06-01 11:00:00,4,17.53,70.12,ideal,completed,mobile_app
BK028936,TR02935,RT004,2025-06-01 11:00:00,2,16.7,33.4,debit_card,completed,mobile_app
BK028937,TR02935,RT004,2025-05-17 11:00:00,2,14.45,28.9,bancontact,completed,mobile_app
BK028938,TR02935,RT004,2025-05-30 11:00:00,2,14.7,29.4,ideal,completed,partner_api
BK028939,TR02935,RT004,2025-05-23 11:00:00,1,18.87,18.87,debit_card,completed,website
BK028940,TR02935,RT004,2025-06-05 11:00:00,1,14.51,14.51,debit_card,completed,partner_api
BK028941,TR02935,RT004,2025-06-04 11:00:00,2,18.29,36.58,ideal,cancelled,mobile_app
BK028942,TR02935,RT004,2025-06-11 11:00:00,1,16.22,16.22,credit_card,completed,partner_api
BK028943,TR02935,RT004,2025-06-08 11:00:00,2,20.16,40.32,debit_card,completed,partner_api
BK028944,TR02935,RT004,2025-06-10 11:00:00,1,16.72,16.72,bancontact,completed,partner_api
BK028945,TR02935,RT004,2025-05-22 11:00:00,2,15.54,31.08,bancontact,completed,mobile_app
BK028946,TR02935,RT004,2025-05-30 11:00:00,2,16.76,33.52,ideal,completed,partner_api
BK028947,TR02935,RT004,2025-05-23 11:00:00,1,19.51,19.51,ideal,completed,website
BK028948,TR02935,RT004,2025-06-05 11:00:00,3,15.4,46.2,bancontact,completed,mobile_app
BK028949,TR02935,RT004,2025-05-26 11:00:00,4,19.62,78.48,paypal,completed,website
BK028950,TR02935,RT004,2025-06-11 11:00:00,1,16.55,16.55,paypal,completed,website
BK028951,TR02935,RT004,2025-05-20 11:00:00,2,20.13,40.26,ideal,completed,partner_api
BK028952,TR02936,RT004,2025-06-08 16:00:00,1,17.46,17.46,ideal,completed,website
BK028953,TR02936,RT004,2025-05-30 16:00:00,2,15.99,31.98,bancontact,completed,partner_api
BK028954,TR02936,RT004,2025-05-26 16:00:00,2,18.22,36.44,credit_card,completed,partner_api
BK028955,TR02936,RT004,2025-05-26 16:00:00,2,13.89,27.78,bancontact,completed,partner_api
BK028956,TR02936,RT004,2025-06-07 16:00:00,1,13.93,13.93,ideal,completed,website
BK028957,TR02936,RT004,2025-05-29 16:00:00,4,15.33,61.32,debit_card,completed,website
BK028958,TR02936,RT004,2025-05-23 16:00:00,3,15.23,45.69,ideal,completed,mobile_app
BK028959,TR02936,RT004,2025-05-18 16:00:00,4,14.3,57.2,paypal,completed,partner_api
BK028960,TR02936,RT004,2025-05-24 16:00:00,2,20.53,41.06,paypal,completed,partner_api
BK028961,TR02936,RT004,2025-05-21 16:00:00,1,13.83,13.83,debit_card,completed,mobile_app
BK028962,TR02936,RT004,2025-05-27 16:00:00,2,18.46,36.92,credit_card,cancelled,partner_api
BK028963,TR02936,RT004,2025-06-13 16:00:00,5,19.82,99.1,credit_card,completed,mobile_app
BK028964,TR02936,RT004,2025-06-03 16:00:00,3,14.0,42.0,paypal,no_show,website
BK028965,TR02937,RT005,2025-05-18 06:45:00,2,28.78,57.56,credit_card,completed,website
BK028966,TR02937,RT005,2025-05-23 06:45:00,3,25.07,75.21,ideal,completed,website
BK028967,TR02938,RT005,2025-06-02 11:00:00,2,27.76,55.52,ideal,completed,mobile_app
BK028968,TR02938,RT005,2025-05-27 11:00:00,2,25.66,51.32,paypal,completed,partner_api
BK028969,TR02939,RT005,2025-06-12 16:00:00,3,37.22,111.66,bancontact,completed,partner_api
BK028970,TR02939,RT005,2025-05-18 16:00:00,1,32.47,32.47,ideal,completed,partner_api
BK028971,TR02939,RT005,2025-05-30 16:00:00,2,24.67,49.34,ideal,completed,website
