scheduled_trip_id,trip_id,route_id,vehicle_id,scheduled_departure_at,scheduled_arrival_at,service_type,schedule_version
ST02138,TR02138,RT002,VH005,2025-05-11 14:00:00,2025-05-11 15:11:00,express,2024-Q4
ST02139,TR02139,RT003,VH004,2025-05-11 06:00:00,2025-05-11 08:23:00,express,2024-Q4
ST02140,TR02140,RT003,VH005,2025-05-11 14:00:00,2025-05-11 16:23:00,regular,2025-Q2
ST02141,TR02141,RT004,VH005,2025-05-11 06:00:00,2025-05-11 07:41:00,express,2025-Q1
ST02142,TR02142,RT004,VH003,2025-05-11 12:30:00,2025-05-11 14:11:00,regular,2025-Q1
ST02143,TR02143,RT005,VH013,2025-05-11 06:00:00,2025-05-11 07:15:00,regular,2025-Q2
ST02144,TR02144,RT005,VH012,2025-05-11 14:15:00,2025-05-11 15:30:00,peak_hour,2024-Q4
ST02145,TR02145,RT006,VH004,2025-05-11 06:00:00,2025-05-11 07:45:00,regular,2025-Q1
ST02146,TR02146,RT006,VH006,2025-05-11 14:00:00,2025-05-11 15:45:00,peak_hour,2025-Q1
ST02147,TR02147,RT007,VH014,2025-05-11 06:00:00,2025-05-11 07:02:00,peak_hour,2024-Q4
ST02148,TR02148,RT007,VH018,2025-05-11 14:00:00,2025-05-11 15:02:00,regular,2025-Q2
ST02149,TR02149,RT008,VH003,2025-05-11 06:00:00,2025-05-11 06:53:00,peak_hour,2025-Q2
ST02150,TR02150,RT008,VH017,2025-05-11 14:00:00,2025-05-11 14:53:00,regular,2025-Q2
ST02151,TR02151,RT009,VH017,2025-05-11 06:00:00,2025-05-11 07:53:00,regular,2025-Q1
ST02152,TR02152,RT009,VH003,2025-05-11 14:30:00,2025-05-11 16:23:00,express,2025-Q2
ST02153,TR02153,RT010,VH015,2025-05-11 06:00:00,2025-05-11 06:39:00,express,2024-Q4
ST02154,TR02154,RT010,VH012,2025-05-11 10:00:00,2025-05-11 10:39:00,regular,2025-Q2
ST02155,TR02155,RT010,VH011,2025-05-11 18:00:00,2025-05-11 18:39:00,regular,2025-Q1
ST02156,TR02156,RT001,VH016,2025-05-12 06:00:00,2025-05-12 07:14:00,peak_hour,2024-Q4
ST02157,TR02157,RT001,VH007,2025-05-12 14:00:00,2025-05-12 15:14:00,peak_hour,2025-Q2
ST02158,TR02158,RT002,VH002,2025-05-12 06:00:00,2025-05-12 07:11:00,peak_hour,2024-Q4
ST02159,TR02159,RT002,VH001,2025-05-12 14:00:00,2025-05-12 15:11:00,regular,2025-Q2
ST02160,TR02160,RT003,VH001,2025-05-12 06:00:00,2025-05-12 08:23:00,express,2025-Q2
ST02161,TR02161,RT003,VH005,2025-05-12 14:00:00,2025-05-12 16:23:00,regular,2025-Q1
ST02162,TR02162,RT004,VH017,2025-05-12 06:00:00,2025-05-12 07:41:00,regular,2025-Q2
ST02163,TR02163,RT004,VH007,2025-05-12 12:30:00,2025-05-12 14:11:00,regular,2025-Q2
ST02164,TR02164,RT004,VH006,2025-05-12 15:30:00,2025-05-12 17:11:00,express,2025-Q2
ST02165,TR02165,RT005,VH014,2025-05-12 06:00:00,2025-05-12 07:15:00,express,2025-Q2
ST02166,TR02166,RT005,VH014,2025-05-12 14:00:00,2025-05-12 15:15:00,regular,2025-Q1
ST02167,TR02167,RT006,VH005,2025-05-12 06:00:00,2025-05-12 07:45:00,peak_hour,2025-Q2
ST02168,TR02168,RT006,VH005,2025-05-12 14:00:00,2025-05-12 15:45:00,regular,2025-Q1
ST02169,TR02169,RT007,VH015,2025-05-12 06:00:00,2025-05-12 07:02:00,regular,2025-Q2
ST02170,TR02170,RT007,VH012,2025-05-12 14:00:00,2025-05-12 15:02:00,regular,2025-Q1
ST02171,TR02171,RT008,VH007,2025-05-12 06:00:00,2025-05-12 06:53:00,express,2024-Q4
ST02172,TR02172,RT008,VH004,2025-05-12 14:00:00,2025-05-12 14:53:00,peak_hour,2025-Q2
ST02173,TR02173,RT009,VH003,2025-05-12 06:00:00,2025-05-12 07:53:00,regular,2024-Q4
ST02174,TR02174,RT009,VH017,2025-05-12 14:30:00,2025-05-12 16:23:00,express,2025-Q1
ST02175,TR02175,RT010,VH018,2025-05-12 06:00:00,2025-05-12 06:39:00,regular,2025-Q2
ST02176,TR02176,RT010,VH012,2025-05-12 14:00:00,2025-05-12 14:39:00,regular,2025-Q1
ST02177,TR02177,RT001,VH017,2025-05-13 06:00:00,2025-05-13 07:14:00,regular,2025-Q2
ST02178,TR02178,RT001,VH007,2025-05-13 12:00:00,2025-05-13 13:14:00,express,2024-Q4
ST02179,TR02179,RT001,VH001,2025-05-13 16:00:00,2025-05-13 17:14:00,express,2025-Q2
ST02180,TR02180,RT002,VH001,2025-05-13 06:00:00,2025-05-13 07:11:00,regular,2025-Q2
ST02181,TR02181,RT002,VH010,2025-05-13 14:00:00,2025-05-13 15:11:00,express,2025-Q2
ST02182,TR02182,RT003,VH006,2025-05-13 06:00:00,2025-05-13 08:23:00,regular,2025-Q2
ST02183,TR02183,RT003,VH016,2025-05-13 14:00:00,2025-05-13 16:23:00,regular,2025-Q1
ST02184,TR02184,RT004,VH006,2025-05-13 09:15:00,2025-05-13 10:56:00,regular,2025-Q2
ST02185,TR02185,RT005,VH012,2025-05-13 06:00:00,2025-05-13 07:15:00,regular,2025-Q2
ST02186,TR02186,RT005,VH011,2025-05-13 14:00:00,2025-05-13 15:15:00,regular,2025-Q2
ST02187,TR02187,RT006,VH004,2025-05-13 06:00:00,2025-05-13 07:45:00,regular,2025-Q2
ST02188,TR02188,RT006,VH006,2025-05-13 14:00:00,2025-05-13 15:45:00,peak_hour,2025-Q1
ST02189,TR02189,RT007,VH015,2025-05-13 06:00:00,2025-05-13 07:02:00,peak_hour,2025-Q2
ST02190,TR02190,RT007,VH011,2025-05-13 14:30:00,2025-05-13 15:32:00,express,2025-Q2
ST02191,TR02191,RT008,VH007,2025-05-13 06:00:00,2025-05-13 06:53:00,regular,2025-Q2
ST02192,TR02192,RT008,VH002,2025-05-13 11:15:00,2025-05-13 12:08:00,regular,2025-Q2
ST02193,TR02193,RT008,VH010,2025-05-13 16:45:00,2025-05-13 17:38:00,regular,2025-Q2
ST02194,TR02194,RT009,VH004,2025-05-13 06:00:00,2025-05-13 07:53:00,peak_hour,2025-Q1
ST02195,TR02195,RT009,VH016,2025-05-13 14:30:00,2025-05-13 16:23:00,regular,2025-Q2
ST02196,TR02196,RT010,VH014,2025-05-13 06:00:00,2025-05-13 06:39:00,regular,2024-Q4
ST02197,TR02197,RT010,VH014,2025-05-13 14:00:00,2025-05-13 14:39:00,express,2024-Q4
ST02198,TR02198,RT001,VH006,2025-05-14 06:00:00,2025-05-14 07:14:00,regular,2025-Q1
ST02199,TR02199,RT001,VH016,2025-05-14 14:00:00,2025-05-14 15:14:00,regular,2025-Q1
ST02200,TR02200,RT002,VH004,2025-05-14 06:00:00,2025-05-14 07:11:00,regular,2025-Q2
ST02201,TR02201,RT002,VH001,2025-05-14 14:00:00,2025-05-14 15:11:00,peak_hour,2024-Q4
ST02202,TR02202,RT003,VH002,2025-05-14 06:00:00,2025-05-14 08:23:00,regular,2025-Q2
ST02203,TR02203,RT003,VH004,2025-05-14 14:00:00,2025-05-14 16:23:00,peak_hour,2024-Q4
ST02204,TR02204,RT004,VH003,2025-05-14 06:00:00,2025-05-14 07:41:00,regular,2025-Q1
ST02205,TR02205,RT004,VH002,2025-05-14 12:30:00,2025-05-14 14:11:00,regular,2025-Q2
ST02206,TR02206,RT004,VH004,2025-05-14 15:30:00,2025-05-14 17:11:00,express,2025-Q2
ST02207,TR02207,RT005,VH015,2025-05-14 06:00:00,2025-05-14 07:15:00,regular,2025-Q2
ST02208,TR02208,RT005,VH018,2025-05-14 11:15:00,2025-05-14 12:30:00,regular,2024-Q4
ST02209,TR02209,RT005,VH014,2025-05-14 16:45:00,2025-05-14 18:00:00,express,2025-Q1
ST02210,TR02210,RT006,VH005,2025-05-14 06:00:00,2025-05-14 07:45:00,regular,2024-Q4
ST02211,TR02211,RT006,VH008,2025-05-14 14:00:00,2025-05-14 15:45:00,regular,2025-Q2
ST02212,TR02212,RT007,VH018,2025-05-14 06:00:00,2025-05-14 07:02:00,regular,2025-Q2
ST02213,TR02213,RT007,VH015,2025-05-14 11:15:00,2025-05-14 12:17:00,regular,2024-Q4
ST02214,TR02214,RT007,VH011,2025-05-14 16:45:00,2025-05-14 17:47:00,regular,2024-Q4
ST02215,TR02215,RT008,VH003,2025-05-14 06:00:00,2025-05-14 06:53:00,express,2025-Q1
ST02216,TR02216,RT008,VH008,2025-05-14 14:00:00,2025-05-14 14:53:00,regular,2024-Q4
ST02217,TR02217,RT009,VH017,2025-05-14 06:00:00,2025-05-14 07:53:00,peak_hour,2025-Q2
ST02218,TR02218,RT009,VH017,2025-05-14 16:45:00,2025-05-14 18:38:00,regular,2025-Q2
ST02219,TR02219,RT010,VH012,2025-05-14 06:00:00,2025-05-14 06:39:00,peak_hour,2025-Q2
ST02220,TR02220,RT010,VH013,2025-05-14 14:00:00,2025-05-14 14:39:00,regular,2025-Q2
ST02221,TR02221,RT001,VH016,2025-05-15 06:00:00,2025-05-15 07:14:00,regular,2024-Q4
ST02222,TR02222,RT001,VH017,2025-05-15 14:00:00,2025-05-15 15:14:00,peak_hour,2025-Q2
ST02223,TR02223,RT002,VH004,2025-05-15 06:00:00,2025-05-15 07:11:00,peak_hour,2024-Q4
ST02224,TR02224,RT002,VH006,2025-05-15 14:00:00,2025-05-15 15:11:00,peak_hour,2025-Q2
ST02225,TR02225,RT003,VH006,2025-05-15 06:00:00,2025-05-15 08:23:00,peak_hour,2025-Q1
ST02226,TR02226,RT003,VH008,2025-05-15 14:00:00,2025-05-15 16:23:00,peak_hour,2024-Q4
ST02227,TR02227,RT004,VH016,2025-05-15 06:00:00,2025-05-15 07:41:00,regular,2025-Q2
ST02228,TR02228,RT004,VH004,2025-05-15 12:30:00,2025-05-15 14:11:00,express,2024-Q4
ST02229,TR02229,RT005,VH018,2025-05-15 06:00:00,2025-05-15 07:15:00,peak_hour,2025-Q1
ST02230,TR02230,RT005,VH011,2025-05-15 14:00:00,2025-05-15 15:15:00,regular,2025-Q2
ST02231,TR02231,RT006,VH009,2025-05-15 06:00:00,2025-05-15 07:45:00,regular,2024-Q4
ST02232,TR02232,RT006,VH009,2025-05-15 14:00:00,2025-05-15 15:45:00,regular,2025-Q2
ST02233,TR02233,RT007,VH012,2025-05-15 06:00:00,2025-05-15 07:02:00,regular,2025-Q2
ST02234,TR02234,RT007,VH015,2025-05-15 14:30:00,2025-05-15 15:32:00,regular,2024-Q4
ST02235,TR02235,RT008,VH002,2025-05-15 06:00:00,2025-05-15 06:53:00,regular,2025-Q2
ST02236,TR02236,RT008,VH004,2025-05-15 14:00:00,2025-05-15 14:53:00,regular,2025-Q2
ST02237,TR02237,RT009,VH001,2025-05-15 06:00:00,2025-05-15 07:53:00,regular,2025-Q2
ST02238,TR02238,RT009,VH008,2025-05-15 11:15:00,2025-05-15 13:08:00,express,2024-Q4
ST02239,TR02239,RT009,VH004,2025-05-15 16:45:00,2025-05-15 18:38:00,peak_hour,2025-Q1
ST02240,TR02240,RT010,VH011,2025-05-15 06:00:00,2025-05-15 06:39:00,peak_hour,2024-Q4
ST02241,TR02241,RT010,VH018,2025-05-15 14:00:00,2025-05-15 14:39:00,regular,2025-Q2
ST02242,TR02242,RT001,VH005,2025-05-16 06:00:00,2025-05-16 07:14:00,peak_hour,2025-Q2
ST02243,TR02243,RT001,VH009,2025-05-16 14:00:00,2025-05-16 15:14:00,express,2025-Q2
ST02244,TR02244,RT002,VH005,2025-05-16 06:00:00,2025-05-16 07:11:00,peak_hour,2024-Q4
ST02245,TR02245,RT002,VH003,2025-05-16 14:00:00,2025-05-16 15:11:00,express,2024-Q4
ST02246,TR02246,RT003,VH002,2025-05-16 06:00:00,2025-05-16 08:23:00,regular,2025-Q2
ST02247,TR02247,RT003,VH008,2025-05-16 14:00:00,2025-05-16 16:23:00,regular,2024-Q4
ST02248,TR02248,RT004,VH004,2025-05-16 06:00:00,2025-05-16 07:41:00,regular,2024-Q4
ST02249,TR02249,RT004,VH008,2025-05-16 15:30:00,2025-05-16 17:11:00,express,2025-Q2
ST02250,TR02250,RT005,VH012,2025-05-16 06:00:00,2025-05-16 07:15:00,regular,2024-Q4
ST02251,TR02251,RT005,VH015,2025-05-16 14:30:00,2025-05-16 15:45:00,peak_hour,2025-Q1
ST02252,TR02252,RT006,VH007,2025-05-16 06:00:00,2025-05-16 07:45:00,regular,2025-Q2
ST02253,TR02253,RT006,VH008,2025-05-16 14:00:00,2025-05-16 15:45:00,regular,2025-Q1
ST02254,TR02254,RT007,VH013,2025-05-16 06:00:00,2025-05-16 07:02:00,regular,2025-Q2
ST02255,TR02255,RT007,VH015,2025-05-16 16:45:00,2025-05-16 17:47:00,regular,2024-Q4
ST02256,TR02256,RT008,VH007,2025-05-16 06:00:00,2025-05-16 06:53:00,express,2025-Q2
ST02257,TR02257,RT008,VH001,2025-05-16 14:00:00,2025-05-16 14:53:00,regular,2025-Q2
ST02258,TR02258,RT009,VH006,2025-05-16 06:00:00,2025-05-16 07:53:00,regular,2025-Q2
ST02259,TR02259,RT009,VH009,2025-05-16 14:15:00,2025-05-16 16:08:00,peak_hour,2025-Q1
ST02260,TR02260,RT010,VH011,2025-05-16 06:00:00,2025-05-16 06:39:00,peak_hour,2024-Q4
ST02261,TR02261,RT010,VH015,2025-05-16 14:00:00,2025-05-16 14:39:00,regular,2025-Q2
ST02262,TR02262,RT001,VH008,2025-05-17 06:00:00,2025-05-17 07:14:00,regular,2024-Q4
ST02263,TR02263,RT001,VH016,2025-05-17 12:00:00,2025-05-17 13:14:00,regular,2025-Q1
ST02264,TR02264,RT001,VH002,2025-05-17 16:00:00,2025-05-17 17:14:00,regular,2025-Q2
ST02265,TR02265,RT002,VH003,2025-05-17 06:00:00,2025-05-17 07:11:00,regular,2024-Q4
ST02266,TR02266,RT002,VH002,2025-05-17 14:00:00,2025-05-17 15:11:00,regular,2024-Q4
ST02267,TR02267,RT003,VH009,2025-05-17 06:00:00,2025-05-17 08:23:00,express,2025-Q2
ST02268,TR02268,RT003,VH002,2025-05-17 14:00:00,2025-05-17 16:23:00,regular,2025-Q2
ST02269,TR02269,RT004,VH004,2025-05-17 06:00:00,2025-05-17 07:41:00,regular,2025-Q2
ST02270,TR02270,RT004,VH006,2025-05-17 15:30:00,2025-05-17 17:11:00,peak_hour,2025-Q2
ST02271,TR02271,RT005,VH012,2025-05-17 06:00:00,2025-05-17 07:15:00,express,2024-Q4
ST02272,TR02272,RT005,VH014,2025-05-17 11:15:00,2025-05-17 12:30:00,regular,2025-Q2
ST02273,TR02273,RT005,VH015,2025-05-17 16:45:00,2025-05-17 18:00:00,regular,2024-Q4
ST02274,TR02274,RT006,VH009,2025-05-17 06:00:00,2025-05-17 07:45:00,regular,2025-Q2
ST02275,TR02275,RT006,VH010,2025-05-17 14:00:00,2025-05-17 15:45:00,regular,2025-Q2
ST02276,TR02276,RT007,VH011,2025-05-17 06:00:00,2025-05-17 07:02:00,peak_hour,2025-Q1
ST02277,TR02277,RT007,VH018,2025-05-17 14:30:00,2025-05-17 15:32:00,regular,2025-Q2
ST02278,TR02278,RT008,VH017,2025-05-17 06:00:00,2025-05-17 06:53:00,peak_hour,2025-Q1
ST02279,TR02279,RT008,VH010,2025-05-17 11:15:00,2025-05-17 12:08:00,regular,2025-Q2
ST02280,TR02280,RT008,VH005,2025-05-17 16:45:00,2025-05-17 17:38:00,peak_hour,2024-Q4
ST02281,TR02281,RT009,VH003,2025-05-17 06:00:00,2025-05-17 07:53:00,regular,2024-Q4
ST02282,TR02282,RT009,VH006,2025-05-17 14:15:00,2025-05-17 16:08:00,express,2025-Q1
ST02283,TR02283,RT010,VH018,2025-05-17 06:00:00,2025-05-17 06:39:00,regular,2024-Q4
ST02284,TR02284,RT010,VH012,2025-05-17 10:00:00,2025-05-17 10:39:00,express,2025-Q2
ST02285,TR02285,RT010,VH011,2025-05-17 18:00:00,2025-05-17 18:39:00,peak_hour,2025-Q2
ST02286,TR02286,RT001,VH004,2025-05-18 06:00:00,2025-05-18 07:14:00,regular,2025-Q2
ST02287,TR02287,RT001,VH005,2025-05-18 14:00:00,2025-05-18 15:14:00,regular,2025-Q2
ST02288,TR02288,RT002,VH008,2025-05-18 06:00:00,2025-05-18 07:11:00,regular,2024-Q4
ST02289,TR02289,RT002,VH017,2025-05-18 11:15:00,2025-05-18 12:26:00,regular,2025-Q2
ST02290,TR02290,RT002,VH008,2025-05-18 16:45:00,2025-05-18 17:56:00,regular,2025-Q1
ST02291,TR02291,RT003,VH003,2025-05-18 06:00:00,2025-05-18 08:23:00,regular,2025-Q2
ST02292,TR02292,RT003,VH002,2025-05-18 14:00:00,2025-05-18 16:23:00,express,2024-Q4
ST02293,TR02293,RT004,VH002,2025-05-18 06:00:00,2025-05-18 07:41:00,regular,2024-Q4
ST02294,TR02294,RT004,VH002,2025-05-18 12:30:00,2025-05-18 14:11:00,peak_hour,2025-Q1
ST02295,TR02295,RT005,VH011,2025-05-18 06:00:00,2025-05-18 07:15:00,regular,2025-Q1
ST02296,TR02296,RT005,VH018,2025-05-18 14:00:00,2025-05-18 15:15:00,express,2025-Q1
ST02297,TR02297,RT006,VH005,2025-05-18 06:00:00,2025-05-18 07:45:00,express,2024-Q4
ST02298,TR02298,RT006,VH004,2025-05-18 14:00:00,2025-05-18 15:45:00,regular,2025-Q1
ST02299,TR02299,RT007,VH014,2025-05-18 06:00:00,2025-05-18 07:02:00,peak_hour,2025-Q1
ST02300,TR02300,RT007,VH018,2025-05-18 16:45:00,2025-05-18 17:47:00,regular,2025-Q1
ST02301,TR02301,RT008,VH009,2025-05-18 06:00:00,2025-05-18 06:53:00,regular,2024-Q4
ST02302,TR02302,RT008,VH002,2025-05-18 14:00:00,2025-05-18 14:53:00,express,2025-Q2
ST02303,TR02303,RT009,VH006,2025-05-18 06:00:00,2025-05-18 07:53:00,regular,2025-Q1
ST02304,TR02304,RT009,VH001,2025-05-18 16:45:00,2025-05-18 18:38:00,regular,2025-Q2
ST02305,TR02305,RT010,VH014,2025-05-18 06:00:00,2025-05-18 06:39:00,regular,2025-Q1
ST02306,TR02306,RT010,VH011,2025-05-18 14:00:00,2025-05-18 14:39:00,regular,2025-Q1
ST02307,TR02307,RT001,VH008,2025-05-19 06:00:00,2025-05-19 07:14:00,express,2025-Q1
ST02308,TR02308,RT001,VH010,2025-05-19 14:00:00,2025-05-19 15:14:00,regular,2024-Q4
ST02309,TR02309,RT002,VH005,2025-05-19 06:00:00,2025-05-19 07:11:00,express,2024-Q4
ST02310,TR02310,RT002,VH017,2025-05-19 11:15:00,2025-05-19 12:26:00,peak_hour,2024-Q4
ST02311,TR02311,RT002,VH003,2025-05-19 16:45:00,2025-05-19 17:56:00,peak_hour,2024-Q4
ST02312,TR02312,RT003,VH017,2025-05-19 06:00:00,2025-05-19 08:23:00,regular,2025-Q2
ST02313,TR02313,RT003,VH003,2025-05-19 14:00:00,2025-05-19 16:23:00,regular,2024-Q4
ST02314,TR02314,RT004,VH010,2025-05-19 06:00:00,2025-05-19 07:41:00,peak_hour,2025-Q2
ST02315,TR02315,RT004,VH006,2025-05-19 12:30:00,2025-05-19 14:11:00,express,2025-Q2
ST02316,TR02316,RT005,VH012,2025-05-19 06:00:00,2025-05-19 07:15:00,regular,2025-Q2
ST02317,TR02317,RT005,VH013,2025-05-19 11:15:00,2025-05-19 12:30:00,regular,2024-Q4
ST02318,TR02318,RT005,VH012,2025-05-19 16:45:00,2025-05-19 18:00:00,regular,2025-Q2
ST02319,TR02319,RT006,VH005,2025-05-19 06:00:00,2025-05-19 07:45:00,peak_hour,2025-Q2
ST02320,TR02320,RT006,VH009,2025-05-19 14:00:00,2025-05-19 15:45:00,regular,2024-Q4
ST02321,TR02321,RT007,VH014,2025-05-19 06:00:00,2025-05-19 07:02:00,regular,2024-Q4
ST02322,TR02322,RT007,VH013,2025-05-19 11:15:00,2025-05-19 12:17:00,peak_hour,2025-Q2
ST02323,TR02323,RT007,VH014,2025-05-19 16:45:00,2025-05-19 17:47:00,express,2025-Q1
ST02324,TR02324,RT008,VH002,2025-05-19 06:00:00,2025-05-19 06:53:00,regular,2025-Q2
ST02325,TR02325,RT008,VH005,2025-05-19 14:00:00,2025-05-19 14:53:00,regular,2025-Q1
ST02326,TR02326,RT009,VH009,2025-05-19 06:00:00,2025-05-19 07:53:00,regular,2024-Q4
ST02327,TR02327,RT009,VH017,2025-05-19 11:15:00,2025-05-19 13:08:00,express,2025-Q2
ST02328,TR02328,RT009,VH009,2025-05-19 16:45:00,2025-05-19 18:38:00,express,2025-Q2
ST02329,TR02329,RT010,VH015,2025-05-19 06:00:00,2025-05-19 06:39:00,regular,2024-Q4
ST02330,TR02330,RT010,VH018,2025-05-19 10:00:00,2025-05-19 10:39:00,regular,2025-Q2
ST02331,TR02331,RT010,VH015,2025-05-19 18:00:00,2025-05-19 18:39:00,express,2024-Q4
ST02332,TR02332,RT001,VH007,2025-05-20 06:00:00,2025-05-20 07:14:00,express,2025-Q1
ST02333,TR02333,RT001,VH003,2025-05-20 12:00:00,2025-05-20 13:14:00,peak_hour,2024-Q4
ST02334,TR02334,RT001,VH017,2025-05-20 16:00:00,2025-05-20 17:14:00,regular,2025-Q1
ST02335,TR02335,RT002,VH002,2025-05-20 06:00:00,2025-05-20 07:11:00,regular,2025-Q1
ST02336,TR02336,RT002,VH003,2025-05-20 14:00:00,2025-05-20 15:11:00,regular,2024-Q4
ST02337,TR02337,RT003,VH007,2025-05-20 06:00:00,2025-05-20 08:23:00,express,2025-Q2
ST02338,TR02338,RT003,VH005,2025-05-20 14:00:00,2025-05-20 16:23:00,peak_hour,2025-Q1
ST02339,TR02339,RT004,VH016,2025-05-20 06:00:00,2025-05-20 07:41:00,regular,2025-Q1
ST02340,TR02340,RT004,VH006,2025-05-20 12:30:00,2025-05-20 14:11:00,peak_hour,2024-Q4
ST02341,TR02341,RT005,VH018,2025-05-20 06:00:00,2025-05-20 07:15:00,peak_hour,2025-Q1
ST02342,TR02342,RT005,VH011,2025-05-20 16:45:00,2025-05-20 18:00:00,regular,2025-Q2
ST02343,TR02343,RT006,VH017,2025-05-20 06:00:00,2025-05-20 07:45:00,express,2025-Q1
ST02344,TR02344,RT006,VH005,2025-05-20 10:00:00,2025-05-20 11:45:00,peak_hour,2025-Q1
ST02345,TR02345,RT006,VH017,2025-05-20 18:00:00,2025-05-20 19:45:00,regular,2025-Q2
ST02346,TR02346,RT007,VH018,2025-05-20 06:00:00,2025-05-20 07:02:00,regular,2025-Q2
ST02347,TR02347,RT007,VH018,2025-05-20 16:45:00,2025-05-20 17:47:00,regular,2025-Q2
ST02348,TR02348,RT008,VH005,2025-05-20 06:00:00,2025-05-20 06:53:00,express,2024-Q4
ST02349,TR02349,RT008,VH006,2025-05-20 14:00:00,2025-05-20 14:53:00,regular,2025-Q1
ST02350,TR02350,RT009,VH008,2025-05-20 06:00:00,2025-05-20 07:53:00,peak_hour,2024-Q4
ST02351,TR02351,RT009,VH016,2025-05-20 16:45:00,2025-05-20 18:38:00,regular,2025-Q1
ST02352,TR02352,RT010,VH015,2025-05-20 06:00:00,2025-05-20 06:39:00,peak_hour,2025-Q1
ST02353,TR02353,RT010,VH015,2025-05-20 14:00:00,2025-05-20 14:39:00,regular,2025-Q1
ST02354,TR02354,RT001,VH004,2025-05-21 06:00:00,2025-05-21 07:14:00,peak_hour,2024-Q4
ST02355,TR02355,RT001,VH001,2025-05-21 12:00:00,2025-05-21 13:14:00,regular,2024-Q4
ST02356,TR02356,RT001,VH009,2025-05-21 16:00:00,2025-05-21 17:14:00,regular,2024-Q4
ST02357,TR02357,RT002,VH010,2025-05-21 06:00:00,2025-05-21 07:11:00,regular,2025-Q2
ST02358,TR02358,RT002,VH007,2025-05-21 14:00:00,2025-05-21 15:11:00,regular,2024-Q4
ST02359,TR02359,RT003,VH006,2025-05-21 06:00:00,2025-05-21 08:23:00,regular,2025-Q1
ST02360,TR02360,RT003,VH001,2025-05-21 14:00:00,2025-05-21 16:23:00,express,2024-Q4
ST02361,TR02361,RT004,VH009,2025-05-21 06:00:00,2025-05-21 07:41:00,express,2025-Q1
ST02362,TR02362,RT004,VH003,2025-05-21 12:30:00,2025-05-21 14:11:00,peak_hour,2025-Q2
ST02363,TR02363,RT005,VH012,2025-05-21 06:00:00,2025-05-21 07:15:00,regular,2025-Q2
ST02364,TR02364,RT005,VH011,2025-05-21 14:30:00,2025-05-21 15:45:00,regular,2024-Q4
ST02365,TR02365,RT006,VH004,2025-05-21 06:00:00,2025-05-21 07:45:00,regular,2025-Q2
ST02366,TR02366,RT006,VH008,2025-05-21 14:00:00,2025-05-21 15:45:00,peak_hour,2024-Q4
ST02367,TR02367,RT007,VH015,2025-05-21 06:00:00,2025-05-21 07:02:00,regular,2024-Q4
ST02368,TR02368,RT007,VH014,2025-05-21 14:00:00,2025-05-21 15:02:00,regular,2024-Q4
ST02369,TR02369,RT008,VH016,2025-05-21 06:00:00,2025-05-21 06:53:00,regular,2025-Q2
ST02370,TR02370,RT008,VH009,2025-05-21 14:00:00,2025-05-21 14:53:00,regular,2025-Q2
ST02371,TR02371,RT009,VH005,2025-05-21 06:00:00,2025-05-21 07:53:00,regular,2024-Q4
ST02372,TR02372,RT009,VH008,2025-05-21 11:15:00,2025-05-21 13:08:00,regular,2024-Q4
ST02373,TR02373,RT009,VH005,2025-05-21 16:45:00,2025-05-21 18:38:00,regular,2025-Q1
ST02374,TR02374,RT010,VH018,2025-05-21 06:00:00,2025-05-21 06:39:00,regular,2025-Q2
ST02375,TR02375,RT010,VH011,2025-05-21 14:00:00,2025-05-21 14:39:00,express,2025-Q2
ST02376,TR02376,RT001,VH010,2025-05-22 06:00:00,2025-05-22 07:14:00,express,2025-Q1
ST02377,TR02377,RT001,VH016,2025-05-22 14:00:00,2025-05-22 15:14:00,peak_hour,2024-Q4
ST02378,TR02378,RT002,VH005,2025-05-22 06:00:00,2025-05-22 07:11:00,regular,2025-Q1
ST02379,TR02379,RT002,VH006,2025-05-22 11:15:00,2025-05-22 12:26:00,peak_hour,2024-Q4
ST02380,TR02380,RT002,VH017,2025-05-22 16:45:00,2025-05-22 17:56:00,regular,2025-Q1
ST02381,TR02381,RT003,VH009,2025-05-22 06:00:00,2025-05-22 08:23:00,express,2025-Q2
ST02382,TR02382,RT003,VH010,2025-05-22 10:00:00,2025-05-22 12:23:00,peak_hour,2024-Q4
ST02383,TR02383,RT003,VH004,2025-05-22 14:00:00,2025-05-22 16:23:00,express,2025-Q2
ST02384,TR02384,RT004,VH007,2025-05-22 06:00:00,2025-05-22 07:41:00,regular,2025-Q2
ST02385,TR02385,RT004,VH009,2025-05-22 15:30:00,2025-05-22 17:11:00,express,2025-Q1
ST02386,TR02386,RT005,VH018,2025-05-22 06:00:00,2025-05-22 07:15:00,regular,2024-Q4
ST02387,TR02387,RT005,VH018,2025-05-22 16:45:00,2025-05-22 18:00:00,regular,2025-Q1
ST02388,TR02388,RT006,VH007,2025-05-22 06:00:00,2025-05-22 07:45:00,regular,2024-Q4
ST02389,TR02389,RT006,VH016,2025-05-22 10:00:00,2025-05-22 11:45:00,regular,2025-Q2
ST02390,TR02390,RT006,VH009,2025-05-22 18:00:00,2025-05-22 19:45:00,express,2024-Q4
ST02391,TR02391,RT007,VH011,2025-05-22 06:00:00,2025-05-22 07:02:00,express,2024-Q4
ST02392,TR02392,RT007,VH011,2025-05-22 16:45:00,2025-05-22 17:47:00,regular,2025-Q2
ST02393,TR02393,RT008,VH010,2025-05-22 06:00:00,2025-05-22 06:53:00,regular,2025-Q2
