incident_id,trip_id,route_id,delay_category,delay_minutes,impact_level,reported_at,resolved_at,is_cascading,affected_passengers
DI01923,TR16141,RT009,road_closure,27,high,2024-12-16 11:19:00,2024-12-16 11:45:00,false,45
DI01924,TR16161,RT003,traffic_congestion,21,high,2024-12-17 06:05:00,2024-12-17 06:15:00,false,28
DI01925,TR16173,RT006,traffic_congestion,28,high,2024-12-17 06:03:00,2024-12-17 06:22:00,false,37
DI01926,TR16177,RT007,road_closure,12,medium,2024-12-17 06:01:00,2024-12-17 06:50:00,false,5
DI01927,TR16182,RT008,mechanical_issue,22,high,2024-12-17 11:16:00,2024-12-17 12:01:00,false,33
DI01928,TR16185,RT008,passenger_boarding,5,low,2024-12-17 19:15:00,2024-12-17 19:24:00,false,43
DI01929,TR16211,RT004,passenger_boarding,13,medium,2024-12-18 05:56:00,2024-12-18 06:01:00,false,26
DI01930,TR16222,RT006,passenger_boarding,7,low,2024-12-18 17:55:00,2024-12-18 18:01:00,false,49
DI01931,TR16232,RT009,road_closure,16,medium,2024-12-18 05:55:00,2024-12-18 06:43:00,false,41
DI01932,TR16233,RT009,road_closure,26,high,2024-12-18 11:14:00,2024-12-18 11:48:00,false,55
DI01933,TR16242,RT001,traffic_congestion,10,low,2024-12-19 11:55:00,2024-12-19 12:14:00,false,40
DI01934,TR16243,RT001,passenger_boarding,10,low,2024-12-19 14:00:00,2024-12-19 14:04:00,false,33
DI01935,TR16252,RT002,traffic_congestion,12,medium,2024-12-19 19:10:00,2024-12-19 19:40:00,false,34
DI01936,TR16260,RT004,operational_handover,9,low,2024-12-19 15:28:00,2024-12-19 15:43:00,false,37
DI01937,TR16266,RT006,road_closure,33,high,2024-12-19 10:05:00,2024-12-19 10:49:00,true,36
DI01938,TR16287,RT001,mechanical_issue,14,medium,2024-12-20 09:57:00,2024-12-20 11:25:00,false,53
DI01939,TR16296,RT002,traffic_congestion,5,low,2024-12-20 13:56:00,2024-12-20 14:23:00,false,35
DI01940,TR16299,RT003,traffic_congestion,8,low,2024-12-20 05:56:00,2024-12-20 06:10:00,false,22
DI01941,TR16302,RT003,weather_conditions,35,high,2024-12-20 17:55:00,2024-12-20 19:05:00,false,44
DI01942,TR16311,RT006,mechanical_issue,67,critical,2024-12-20 06:02:00,2024-12-20 07:26:00,false,31
DI01943,TR16313,RT006,traffic_congestion,14,medium,2024-12-20 14:00:00,2024-12-20 14:19:00,true,40
DI01944,TR16324,RT009,traffic_congestion,34,high,2024-12-20 06:00:00,2024-12-20 06:26:00,true,34
DI01945,TR16325,RT009,traffic_congestion,20,medium,2024-12-20 11:13:00,2024-12-20 11:24:00,false,27
DI01946,TR16339,RT002,weather_conditions,50,critical,2024-12-21 06:00:00,2024-12-21 07:25:00,false,34
DI01947,TR16362,RT007,mechanical_issue,58,critical,2024-12-21 11:16:00,2024-12-21 12:40:00,false,5
DI01948,TR16369,RT008,traffic_congestion,5,low,2024-12-21 19:20:00,2024-12-21 19:38:00,false,42
DI01949,TR16401,RT005,traffic_congestion,11,medium,2024-12-22 11:13:00,2024-12-22 11:24:00,false,5
DI01950,TR16404,RT006,operational_handover,10,low,2024-12-22 10:04:00,2024-12-22 10:10:00,false,32
DI01951,TR16405,RT006,mechanical_issue,44,critical,2024-12-22 14:04:00,2024-12-22 14:49:00,false,48
DI01952,TR16417,RT009,operational_handover,6,low,2024-12-22 11:10:00,2024-12-22 11:16:00,false,27
DI01953,TR16424,RT001,traffic_congestion,8,low,2024-12-23 07:57:00,2024-12-23 08:25:00,false,48
DI01954,TR16431,RT002,traffic_congestion,5,low,2024-12-23 06:05:00,2024-12-23 06:21:00,false,26
DI01955,TR16433,RT002,traffic_congestion,10,low,2024-12-23 11:17:00,2024-12-23 11:45:00,false,46
DI01956,TR16440,RT003,passenger_boarding,13,medium,2024-12-23 18:04:00,2024-12-23 18:08:00,false,40
DI01957,TR16463,RT009,traffic_congestion,13,medium,2024-12-23 11:18:00,2024-12-23 11:42:00,false,43
DI01958,TR16484,RT003,security_check,5,low,2024-12-24 10:02:00,2024-12-24 10:18:00,false,25
DI01959,TR16518,RT001,passenger_boarding,10,low,2024-12-25 11:57:00,2024-12-25 12:05:00,false,46
DI01960,TR16533,RT004,operational_handover,8,low,2024-12-25 06:03:00,2024-12-25 06:17:00,false,33
DI01961,TR16541,RT006,traffic_congestion,7,low,2024-12-25 06:04:00,2024-12-25 06:22:00,false,26
DI01962,TR16543,RT006,operational_handover,12,medium,2024-12-25 14:00:00,2024-12-25 14:16:00,false,25
DI01963,TR16544,RT006,weather_conditions,26,high,2024-12-25 18:03:00,2024-12-25 19:02:00,false,44
DI01964,TR16551,RT008,road_closure,5,low,2024-12-25 13:58:00,2024-12-25 14:31:00,true,27
DI01965,TR16553,RT008,mechanical_issue,44,critical,2024-12-25 19:10:00,2024-12-25 19:31:00,false,53
DI01966,TR16554,RT009,operational_handover,9,low,2024-12-25 05:55:00,2024-12-25 06:03:00,false,22
DI01967,TR16555,RT009,traffic_congestion,5,low,2024-12-25 11:14:00,2024-12-25 11:37:00,false,23
DI01968,TR16558,RT010,traffic_congestion,7,low,2024-12-25 10:03:00,2024-12-25 10:19:00,false,12
DI01969,TR16561,RT001,traffic_congestion,18,medium,2024-12-26 06:04:00,2024-12-26 06:31:00,false,29
DI01970,TR16590,RT006,operational_handover,15,medium,2024-12-26 18:00:00,2024-12-26 18:17:00,false,39
DI01971,TR16601,RT009,weather_conditions,21,high,2024-12-26 11:18:00,2024-12-26 12:44:00,false,26
DI01972,TR16603,RT010,traffic_congestion,5,low,2024-12-26 06:02:00,2024-12-26 06:16:00,false,3
DI01973,TR16613,RT001,traffic_congestion,5,low,2024-12-27 17:58:00,2024-12-27 18:27:00,false,52
DI01974,TR16617,RT002,mechanical_issue,55,critical,2024-12-27 11:14:00,2024-12-27 12:09:00,false,33
DI01975,TR16624,RT003,mechanical_issue,29,high,2024-12-27 18:02:00,2024-12-27 18:56:00,false,26
DI01976,TR16628,RT004,road_closure,11,medium,2024-12-27 15:27:00,2024-12-27 15:44:00,false,23
DI01977,TR16638,RT007,traffic_congestion,11,medium,2024-12-27 11:16:00,2024-12-27 11:33:00,false,5
DI01978,TR16647,RT009,passenger_boarding,12,medium,2024-12-27 11:18:00,2024-12-27 11:26:00,true,29
DI01979,TR16651,RT010,mechanical_issue,34,high,2024-12-27 13:56:00,2024-12-27 15:10:00,false,6
DI01980,TR16655,RT001,traffic_congestion,16,medium,2024-12-28 10:01:00,2024-12-28 10:16:00,false,39
DI01981,TR16674,RT004,security_check,23,high,2024-12-28 15:30:00,2024-12-28 15:46:00,false,41
DI01982,TR16682,RT006,traffic_congestion,12,medium,2024-12-28 18:04:00,2024-12-28 18:26:00,false,35
DI01983,TR16693,RT009,operational_handover,12,medium,2024-12-28 11:12:00,2024-12-28 11:24:00,true,35
DI01984,TR16720,RT004,weather_conditions,45,critical,2024-12-29 15:30:00,2024-12-29 17:17:00,false,30
DI01985,TR16725,RT006,traffic_congestion,12,medium,2024-12-29 06:05:00,2024-12-29 06:31:00,false,43
DI01986,TR16737,RT008,road_closure,28,high,2024-12-29 19:16:00,2024-12-29 19:45:00,false,40
DI01987,TR16743,RT010,traffic_congestion,9,low,2024-12-29 14:01:00,2024-12-29 14:24:00,false,6
DI01988,TR16766,RT004,traffic_congestion,16,medium,2024-12-30 15:27:00,2024-12-30 15:39:00,false,24
DI01989,TR16768,RT005,passenger_boarding,5,low,2024-12-30 06:02:00,2024-12-30 06:06:00,false,11
DI01990,TR16775,RT007,traffic_congestion,15,medium,2024-12-30 06:01:00,2024-12-30 06:18:00,false,9
DI01991,TR16794,RT001,weather_conditions,23,high,2024-12-31 12:02:00,2024-12-31 13:24:00,false,32
DI01992,TR16812,RT004,passenger_boarding,5,low,2024-12-31 15:31:00,2024-12-31 15:41:00,false,38
DI01993,TR16817,RT006,traffic_congestion,35,high,2024-12-31 06:02:00,2024-12-31 06:29:00,true,25
DI01994,TR16818,RT006,passenger_boarding,13,medium,2024-12-31 10:01:00,2024-12-31 10:11:00,false,24
DI01995,TR16819,RT006,operational_handover,22,high,2024-12-31 14:05:00,2024-12-31 14:15:00,true,35
DI01996,TR16826,RT008,security_check,15,medium,2024-12-31 11:18:00,2024-12-31 11:29:00,false,45
DI01997,TR16847,RT002,road_closure,33,high,2025-01-01 11:19:00,2025-01-01 12:01:00,false,29
DI01998,TR16851,RT003,traffic_congestion,17,medium,2025-01-01 06:02:00,2025-01-01 06:23:00,false,18
DI01999,TR16858,RT004,traffic_congestion,22,high,2025-01-01 15:32:00,2025-01-01 15:45:00,false,19
DI02000,TR16859,RT004,traffic_congestion,12,medium,2025-01-01 18:47:00,2025-01-01 19:14:00,false,15
DI02001,TR16864,RT006,mechanical_issue,5,low,2025-01-01 10:01:00,2025-01-01 11:27:00,false,23
DI02002,TR16873,RT008,traffic_congestion,11,medium,2025-01-01 14:05:00,2025-01-01 14:35:00,false,21
DI02003,TR16897,RT003,security_check,11,medium,2025-01-02 06:00:00,2025-01-02 06:22:00,false,17
DI02004,TR16899,RT003,operational_handover,11,medium,2025-01-02 13:58:00,2025-01-02 14:09:00,false,28
DI02005,TR16919,RT008,passenger_boarding,12,medium,2025-01-02 14:02:00,2025-01-02 14:11:00,false,24
DI02006,TR16933,RT001,traffic_congestion,21,high,2025-01-03 13:55:00,2025-01-03 14:15:00,false,27
DI02007,TR16939,RT002,traffic_congestion,12,medium,2025-01-03 11:17:00,2025-01-03 11:35:00,false,21
DI02008,TR16957,RT006,passenger_boarding,5,low,2025-01-03 13:56:00,2025-01-03 14:05:00,false,28
DI02009,TR16969,RT009,traffic_congestion,27,high,2025-01-03 11:10:00,2025-01-03 11:38:00,false,24
DI02010,TR16971,RT010,traffic_congestion,5,low,2025-01-03 05:57:00,2025-01-03 06:27:00,false,6
DI02011,TR16975,RT001,weather_conditions,32,high,2025-01-04 05:57:00,2025-01-04 06:48:00,false,25
DI02012,TR16989,RT003,traffic_congestion,20,medium,2025-01-04 06:04:00,2025-01-04 06:22:00,false,16
DI02013,TR16990,RT003,traffic_congestion,7,low,2025-01-04 10:01:00,2025-01-04 10:21:00,false,23
DI02014,TR16996,RT004,passenger_boarding,9,low,2025-01-04 15:30:00,2025-01-04 15:39:00,false,29
DI02015,TR17002,RT006,traffic_congestion,10,low,2025-01-04 09:58:00,2025-01-04 10:11:00,false,16
DI02016,TR17035,RT003,traffic_congestion,5,low,2025-01-05 05:56:00,2025-01-05 06:24:00,false,28
DI02017,TR17037,RT003,traffic_congestion,15,medium,2025-01-05 14:01:00,2025-01-05 14:14:00,false,20
DI02018,TR17047,RT006,road_closure,26,high,2025-01-05 05:57:00,2025-01-05 06:50:00,false,21
DI02019,TR17050,RT006,weather_conditions,31,high,2025-01-05 17:58:00,2025-01-05 19:11:00,false,28
DI02020,TR17059,RT008,traffic_congestion,5,low,2025-01-05 19:13:00,2025-01-05 19:41:00,false,23
DI02021,TR17063,RT010,traffic_congestion,17,medium,2025-01-05 05:59:00,2025-01-05 06:15:00,false,6
DI02022,TR17078,RT002,security_check,11,medium,2025-01-06 13:58:00,2025-01-06 14:14:00,false,21
DI02023,TR17083,RT003,weather_conditions,29,high,2025-01-06 14:01:00,2025-01-06 14:42:00,false,24
DI02024,TR17088,RT004,operational_handover,11,medium,2025-01-06 15:26:00,2025-01-06 15:33:00,false,28
DI02025,TR17093,RT006,traffic_congestion,22,high,2025-01-06 05:56:00,2025-01-06 06:10:00,true,26
DI02026,TR17105,RT008,weather_conditions,26,high,2025-01-06 19:11:00,2025-01-06 21:11:00,false,23
DI02027,TR17113,RT001,traffic_congestion,21,high,2025-01-07 05:58:00,2025-01-07 06:23:00,false,19
DI02028,TR17116,RT001,operational_handover,12,medium,2025-01-07 11:55:00,2025-01-07 12:04:00,false,25
DI02029,TR17123,RT002,operational_handover,11,medium,2025-01-07 11:10:00,2025-01-07 11:21:00,false,17
DI02030,TR17135,RT004,passenger_boarding,11,medium,2025-01-07 18:45:00,2025-01-07 18:50:00,false,20
DI02031,TR17137,RT005,passenger_boarding,9,low,2025-01-07 11:11:00,2025-01-07 11:19:00,false,3
DI02032,TR17142,RT006,road_closure,10,low,2025-01-07 18:03:00,2025-01-07 19:03:00,false,24
DI02033,TR17172,RT002,mechanical_issue,90,critical,2025-01-08 19:10:00,2025-01-08 20:14:00,false,24
DI02034,TR17173,RT003,passenger_boarding,11,medium,2025-01-08 06:01:00,2025-01-08 06:10:00,false,34
DI02035,TR17178,RT004,mechanical_issue,23,high,2025-01-08 09:20:00,2025-01-08 10:14:00,false,26
DI02036,TR17180,RT004,operational_handover,14,medium,2025-01-08 15:35:00,2025-01-08 15:46:00,false,21
DI02037,TR17182,RT005,mechanical_issue,10,low,2025-01-08 06:03:00,2025-01-08 07:08:00,false,6
DI02038,TR17187,RT006,mechanical_issue,68,critical,2025-01-08 14:04:00,2025-01-08 14:29:00,true,25
DI02039,TR17210,RT001,passenger_boarding,5,low,2025-01-09 16:04:00,2025-01-09 16:07:00,false,25
DI02040,TR17226,RT004,mechanical_issue,23,high,2025-01-09 15:32:00,2025-01-09 16:08:00,false,24
DI02041,TR17227,RT004,traffic_congestion,5,low,2025-01-09 18:43:00,2025-01-09 18:55:00,false,20
DI02042,TR17232,RT006,weather_conditions,13,medium,2025-01-09 10:04:00,2025-01-09 11:31:00,false,26
DI02043,TR17236,RT007,traffic_congestion,7,low,2025-01-09 11:13:00,2025-01-09 11:27:00,false,7
DI02044,TR17243,RT008,weather_conditions,54,critical,2025-01-09 19:12:00,2025-01-09 20:47:00,true,33
DI02045,TR17245,RT009,traffic_congestion,28,high,2025-01-09 11:10:00,2025-01-09 11:23:00,true,31
DI02046,TR17252,RT001,traffic_congestion,18,medium,2025-01-10 07:55:00,2025-01-10 08:18:00,false,20
DI02047,TR17262,RT002,mechanical_issue,18,medium,2025-01-10 14:05:00,2025-01-10 14:26:00,false,19
DI02048,TR17267,RT003,weather_conditions,5,low,2025-01-10 13:58:00,2025-01-10 14:52:00,false,34
DI02049,TR17269,RT004,road_closure,25,high,2025-01-10 06:01:00,2025-01-10 06:44:00,false,18
DI02050,TR17277,RT006,passenger_boarding,8,low,2025-01-10 05:55:00,2025-01-10 05:59:00,true,31
DI02051,TR17280,RT006,passenger_boarding,6,low,2025-01-10 18:00:00,2025-01-10 18:09:00,false,25
DI02052,TR17291,RT009,weather_conditions,26,high,2025-01-10 11:10:00,2025-01-10 12:44:00,false,21
DI02053,TR17302,RT001,mechanical_issue,29,high,2025-01-11 16:01:00,2025-01-11 16:21:00,false,27
DI02054,TR17315,RT004,mechanical_issue,41,critical,2025-01-11 05:59:00,2025-01-11 06:39:00,false,29
DI02055,TR17337,RT009,security_check,16,medium,2025-01-11 11:20:00,2025-01-11 11:38:00,false,20
DI02056,TR17343,RT001,weather_conditions,8,low,2025-01-12 05:58:00,2025-01-12 07:23:00,false,21
DI02057,TR17350,RT001,road_closure,23,high,2025-01-12 19:55:00,2025-01-12 20:18:00,false,33
DI02058,TR17364,RT004,weather_conditions,11,medium,2025-01-12 15:34:00,2025-01-12 17:26:00,false,26
DI02059,TR17367,RT005,weather_conditions,23,high,2025-01-12 11:16:00,2025-01-12 13:15:00,false,8
DI02060,TR17369,RT006,traffic_congestion,11,medium,2025-01-12 05:57:00,2025-01-12 06:15:00,false,29
DI02061,TR17376,RT008,weather_conditions,44,critical,2025-01-12 05:57:00,2025-01-12 07:22:00,true,34
DI02062,TR17378,RT008,traffic_congestion,16,medium,2025-01-12 11:10:00,2025-01-12 11:33:00,false,30
DI02063,TR17381,RT008,weather_conditions,56,critical,2025-01-12 19:15:00,2025-01-12 20:05:00,true,39
DI02064,TR17400,RT002,operational_handover,11,medium,2025-01-13 14:01:00,2025-01-13 14:20:00,false,31
DI02065,TR17410,RT004,passenger_boarding,7,low,2025-01-13 15:33:00,2025-01-13 15:38:00,false,16
DI02066,TR17415,RT006,passenger_boarding,5,low,2025-01-13 06:01:00,2025-01-13 06:10:00,false,23
DI02067,TR17420,RT007,operational_handover,5,low,2025-01-13 11:10:00,2025-01-13 11:17:00,false,4
DI02068,TR17427,RT008,mechanical_issue,14,medium,2025-01-13 19:17:00,2025-01-13 19:38:00,false,23
DI02069,TR17428,RT009,traffic_congestion,7,low,2025-01-13 05:59:00,2025-01-13 06:21:00,false,31
DI02070,TR17429,RT009,road_closure,38,high,2025-01-13 11:12:00,2025-01-13 11:47:00,false,24
DI02071,TR17435,RT001,traffic_congestion,9,low,2025-01-14 05:55:00,2025-01-14 06:05:00,false,30
DI02072,TR17445,RT002,road_closure,29,high,2025-01-14 11:12:00,2025-01-14 11:39:00,false,22
DI02073,TR17446,RT002,traffic_congestion,7,low,2025-01-14 13:58:00,2025-01-14 14:25:00,false,19
DI02074,TR17449,RT003,operational_handover,12,medium,2025-01-14 06:03:00,2025-01-14 06:08:00,false,19
DI02075,TR17475,RT009,operational_handover,19,medium,2025-01-14 11:16:00,2025-01-14 11:21:00,false,31
DI02076,TR17478,RT010,passenger_boarding,9,low,2025-01-14 10:00:00,2025-01-14 10:05:00,false,4
DI02077,TR17482,RT001,traffic_congestion,5,low,2025-01-15 07:57:00,2025-01-15 08:12:00,false,15
DI02078,TR17496,RT003,road_closure,34,high,2025-01-15 10:02:00,2025-01-15 10:44:00,false,29
DI02079,TR17499,RT004,road_closure,49,critical,2025-01-15 06:00:00,2025-01-15 06:20:00,false,28
DI02080,TR17503,RT004,traffic_congestion,5,low,2025-01-15 18:44:00,2025-01-15 19:06:00,false,29
DI02081,TR17509,RT006,traffic_congestion,6,low,2025-01-15 13:56:00,2025-01-15 14:20:00,false,21
DI02082,TR17517,RT008,passenger_boarding,5,low,2025-01-15 14:03:00,2025-01-15 14:10:00,false,26
DI02083,TR17521,RT009,traffic_congestion,15,medium,2025-01-15 11:13:00,2025-01-15 11:38:00,false,16
DI02084,TR17523,RT010,traffic_congestion,5,low,2025-01-15 06:02:00,2025-01-15 06:29:00,false,4
DI02085,TR17526,RT010,traffic_congestion,5,low,2025-01-15 18:02:00,2025-01-15 18:31:00,false,7
DI02086,TR17529,RT001,weather_conditions,9,low,2025-01-16 10:03:00,2025-01-16 11:13:00,false,32
DI02087,TR17530,RT001,weather_conditions,22,high,2025-01-16 12:04:00,2025-01-16 13:40:00,false,23
DI02088,TR17535,RT002,weather_conditions,38,high,2025-01-16 06:02:00,2025-01-16 06:57:00,false,17
DI02089,TR17548,RT004,traffic_congestion,28,high,2025-01-16 15:31:00,2025-01-16 15:43:00,false,17
DI02090,TR17567,RT009,passenger_boarding,11,medium,2025-01-16 11:20:00,2025-01-16 11:30:00,false,16
DI02091,TR17583,RT002,operational_handover,16,medium,2025-01-17 11:19:00,2025-01-17 11:31:00,false,20
DI02092,TR17586,RT002,security_check,23,high,2025-01-17 19:15:00,2025-01-17 19:40:00,false,33
DI02093,TR17590,RT003,traffic_congestion,16,medium,2025-01-17 18:01:00,2025-01-17 18:12:00,false,20
DI02094,TR17599,RT006,security_check,5,low,2025-01-17 06:01:00,2025-01-17 06:16:00,false,21
DI02095,TR17613,RT009,traffic_congestion,5,low,2025-01-17 11:12:00,2025-01-17 11:26:00,false,19
DI02096,TR17617,RT010,weather_conditions,5,low,2025-01-17 13:57:00,2025-01-17 15:41:00,false,2
DI02097,TR17632,RT002,passenger_boarding,5,low,2025-01-18 19:17:00,2025-01-18 19:26:00,false,28
DI02098,TR17634,RT003,weather_conditions,8,low,2025-01-18 09:58:00,2025-01-18 11:23:00,true,34
DI02099,TR17638,RT004,traffic_congestion,5,low,2025-01-18 09:12:00,2025-01-18 09:38:00,false,17
DI02100,TR17652,RT008,weather_conditions,36,high,2025-01-18 05:59:00,2025-01-18 07:55:00,false,21
DI02101,TR17654,RT008,passenger_boarding,12,medium,2025-01-18 11:18:00,2025-01-18 11:23:00,false,37
DI02102,TR17665,RT001,mechanical_issue,49,critical,2025-01-19 06:02:00,2025-01-19 07:15:00,false,25
DI02103,TR17672,RT001,traffic_congestion,8,low,2025-01-19 20:01:00,2025-01-19 20:18:00,false,20
DI02104,TR17682,RT003,passenger_boarding,7,low,2025-01-19 17:58:00,2025-01-19 18:07:00,false,28
DI02105,TR17694,RT006,traffic_congestion,12,medium,2025-01-19 17:58:00,2025-01-19 18:09:00,false,23
DI02106,TR17705,RT009,road_closure,18,medium,2025-01-19 11:14:00,2025-01-19 11:47:00,false,20
DI02107,TR17721,RT002,weather_conditions,44,critical,2025-01-20 11:11:00,2025-01-20 13:09:00,false,33
DI02108,TR17725,RT003,traffic_congestion,13,medium,2025-01-20 05:57:00,2025-01-20 06:20:00,false,23
DI02109,TR17727,RT003,traffic_congestion,22,high,2025-01-20 13:57:00,2025-01-20 14:07:00,false,31
DI02110,TR17749,RT008,operational_handover,7,low,2025-01-20 19:20:00,2025-01-20 19:29:00,false,31
DI02111,TR17750,RT009,passenger_boarding,5,low,2025-01-20 05:59:00,2025-01-20 06:05:00,false,19
DI02112,TR17767,RT002,road_closure,8,low,2025-01-21 11:10:00,2025-01-21 11:42:00,false,22
DI02113,TR17768,RT002,passenger_boarding,5,low,2025-01-21 14:01:00,2025-01-21 14:05:00,false,25
DI02114,TR17770,RT002,weather_conditions,6,low,2025-01-21 19:15:00,2025-01-21 20:08:00,false,17
DI02115,TR17772,RT003,passenger_boarding,11,medium,2025-01-21 09:59:00,2025-01-21 10:07:00,false,32
DI02116,TR17778,RT004,passenger_boarding,5,low,2025-01-21 15:30:00,2025-01-21 15:33:00,false,21
DI02117,TR17779,RT004,traffic_congestion,13,medium,2025-01-21 18:48:00,2025-01-21 19:16:00,false,18
DI02118,TR17792,RT008,passenger_boarding,7,low,2025-01-21 11:12:00,2025-01-21 11:16:00,false,28
DI02119,TR17796,RT009,traffic_congestion,18,medium,2025-01-21 06:03:00,2025-01-21 06:29:00,false,38
DI02120,TR17799,RT010,mechanical_issue,41,critical,2025-01-21 05:57:00,2025-01-21 07:00:00,false,3
DI02121,TR17813,RT002,traffic_congestion,31,high,2025-01-22 11:19:00,2025-01-22 11:43:00,false,29
DI02122,TR17816,RT002,mechanical_issue,5,low,2025-01-22 19:16:00,2025-01-22 20:37:00,false,33
DI02123,TR17843,RT009,operational_handover,19,medium,2025-01-22 11:12:00,2025-01-22 11:24:00,false,23
DI02124,TR17850,RT001,road_closure,35,high,2025-01-23 07:56:00,2025-01-23 08:20:00,false,23
DI02125,TR17851,RT001,traffic_congestion,12,medium,2025-01-23 09:59:00,2025-01-23 10:15:00,false,20
DI02126,TR17863,RT003,traffic_congestion,13,medium,2025-01-23 06:03:00,2025-01-23 06:21:00,false,16
DI02127,TR17866,RT003,traffic_congestion,6,low,2025-01-23 18:02:00,2025-01-23 18:19:00,false,20
DI02128,TR17873,RT005,road_closure,25,high,2025-01-23 11:18:00,2025-01-23 12:15:00,false,3
DI02129,TR17878,RT006,traffic_congestion,11,medium,2025-01-23 18:02:00,2025-01-23 18:26:00,false,22
DI02130,TR17905,RT002,traffic_congestion,5,low,2025-01-24 11:13:00,2025-01-24 11:41:00,false,28
DI02131,TR17908,RT002,passenger_boarding,5,low,2025-01-24 19:12:00,2025-01-24 19:16:00,false,32
DI02132,TR17910,RT003,traffic_congestion,7,low,2025-01-24 09:55:00,2025-01-24 10:13:00,false,29
DI02133,TR17912,RT003,passenger_boarding,5,low,2025-01-24 17:58:00,2025-01-24 18:08:00,false,31
DI02134,TR17913,RT004,passenger_boarding,5,low,2025-01-24 06:03:00,2025-01-24 06:10:00,false,20
DI02135,TR17917,RT004,operational_handover,6,low,2025-01-24 18:48:00,2025-01-24 18:56:00,false,32
DI02136,TR17923,RT006,traffic_congestion,19,medium,2025-01-24 13:56:00,2025-01-24 14:22:00,false,29
DI02137,TR17934,RT009,operational_handover,11,medium,2025-01-24 06:01:00,2025-01-24 06:17:00,true,19
DI02138,TR17944,RT001,traffic_congestion,22,high,2025-01-25 11:56:00,2025-01-25 12:25:00,false,20
DI02139,TR17949,RT002,operational_handover,12,medium,2025-01-25 06:05:00,2025-01-25 06:10:00,false,17
DI02140,TR17952,RT002,mechanical_issue,24,high,2025-01-25 13:56:00,2025-01-25 14:56:00,false,34
DI02141,TR17962,RT004,passenger_boarding,14,medium,2025-01-25 15:33:00,2025-01-25 15:43:00,false,24
DI02142,TR17963,RT004,passenger_boarding,7,low,2025-01-25 18:43:00,2025-01-25 18:51:00,true,16
DI02143,TR17980,RT009,traffic_congestion,15,medium,2025-01-25 06:04:00,2025-01-25 06:27:00,false,22
DI02144,TR17995,RT002,road_closure,30,high,2025-01-26 05:56:00,2025-01-26 06:25:00,false,17
DI02145,TR18002,RT003,weather_conditions,31,high,2025-01-26 09:58:00,2025-01-26 11:22:00,false,32
DI02146,TR18020,RT008,road_closure,32,high,2025-01-26 05:59:00,2025-01-26 06:37:00,false,20
DI02147,TR18025,RT008,weather_conditions,39,high,2025-01-26 19:16:00,2025-01-26 20:05:00,false,18
DI02148,TR18033,RT001,passenger_boarding,5,low,2025-01-27 06:05:00,2025-01-27 06:09:00,false,20
DI02149,TR18035,RT001,mechanical_issue,36,high,2025-01-27 10:02:00,2025-01-27 10:25:00,false,23
DI02150,TR18043,RT002,traffic_congestion,13,medium,2025-01-27 11:11:00,2025-01-27 11:34:00,false,29
DI02151,TR18060,RT006,operational_handover,11,medium,2025-01-27 10:03:00,2025-01-27 10:21:00,true,19
DI02152,TR18063,RT007,security_check,5,low,2025-01-27 06:02:00,2025-01-27 06:27:00,false,3
DI02153,TR18066,RT008,traffic_congestion,20,medium,2025-01-27 05:57:00,2025-01-27 06:23:00,true,19
DI02154,TR18068,RT008,mechanical_issue,12,medium,2025-01-27 11:12:00,2025-01-27 12:00:00,false,39
DI02155,TR18071,RT008,traffic_congestion,23,high,2025-01-27 19:18:00,2025-01-27 19:43:00,false,35
DI02156,TR18072,RT009,traffic_congestion,5,low,2025-01-27 06:00:00,2025-01-27 06:20:00,true,27
DI02157,TR18082,RT001,security_check,9,low,2025-01-28 11:55:00,2025-01-28 12:11:00,false,27
DI02158,TR18105,RT006,road_closure,16,medium,2025-01-28 05:59:00,2025-01-28 06:55:00,false,29
DI02159,TR18115,RT008,weather_conditions,11,medium,2025-01-28 13:55:00,2025-01-28 14:51:00,false,27
DI02160,TR18129,RT001,passenger_boarding,8,low,2025-01-29 13:56:00,2025-01-29 14:01:00,false,18
DI02161,TR18165,RT009,traffic_congestion,20,medium,2025-01-29 11:11:00,2025-01-29 11:25:00,false,19
DI02162,TR18182,RT002,mechanical_issue,49,critical,2025-01-30 13:56:00,2025-01-30 14:46:00,false,29
DI02163,TR18187,RT003,traffic_congestion,12,medium,2025-01-30 14:02:00,2025-01-30 14:20:00,false,29
DI02164,TR18199,RT006,passenger_boarding,10,low,2025-01-30 14:04:00,2025-01-30 14:08:00,false,18
DI02165,TR18206,RT008,passenger_boarding,5,low,2025-01-30 11:15:00,2025-01-30 11:18:00,false,25
DI02166,TR18232,RT003,passenger_boarding,9,low,2025-01-31 09:56:00,2025-01-31 10:06:00,false,28
DI02167,TR18238,RT004,traffic_congestion,15,medium,2025-01-31 15:30:00,2025-01-31 15:50:00,false,16
DI02168,TR18239,RT004,weather_conditions,21,high,2025-01-31 18:47:00,2025-01-31 19:51:00,false,19
DI02169,TR18240,RT005,traffic_congestion,7,low,2025-01-31 06:02:00,2025-01-31 06:17:00,false,7
DI02170,TR18245,RT006,mechanical_issue,35,high,2025-01-31 13:55:00,2025-01-31 14:29:00,true,24
DI02171,TR18252,RT008,traffic_congestion,15,medium,2025-01-31 11:13:00,2025-01-31 11:39:00,false,33
DI02172,TR18273,RT002,weather_conditions,43,critical,2025-02-01 11:11:00,2025-02-01 12:21:00,false,29
